"chrom","chromStart","chromEnd","strand","name"
"4",43531519,43562691,"-","Tln1"
"4",43562332,43567060,"+","Creb3"
"4",43566928,43578873,"-","Gba2"
"4",43578715,43587487,"+","Rgp1"
"4",43583216,43584494,"-","Msmp"
"4",43631935,43651244,"+","Npr2"
"4",43651335,43653594,"-","Spag8"
"4",43654227,43656466,"-","Hint2"
"4",43659622,43669145,"-","Fam221b"
"4",43668971,43692668,"+","Tmem8b"
"4",43694784,43700807,"-","Olfr70"
"4",43704562,43710255,"-","Olfr71"
"4",43727188,43728639,"+","Hrct1"
"4",43730034,43759462,"+","Spaar"
"4",43770050,43771009,"-","Olfr159"
"4",43820132,43823895,"-","Olfr156"
"4",43830542,43840201,"-","Olfr157"
"4",43851565,43857595,"+","Olfr155"
"4",43875530,43944806,"+","Reck"
"4",43957401,43979118,"+","Glipr2"
"4",43983483,43985423,"+","Ccin"
"4",44004452,44032846,"+","Clta"
"4",44034075,44084177,"-","Gne"
"4",44092632,44109311,"+","Gm12503"
"4",44126210,44233789,"-","Rnf38"
"4",44300876,44364675,"+","Melk"
"4",44524757,44710487,"-","Pax5"
"4",44755877,44932215,"+","Zcchc7"
"4",44981395,44990734,"+","Grhpr"
"4",44991242,45012412,"-","Zbtb5"
"4",45018583,45036565,"+","Polr1e"
"4",45034247,45084604,"-","Fbxo10"
"4",45105208,45108114,"-","Tomm5"
"4",45184875,45285936,"+","Frmpd1"
"4",45297127,45316131,"+","Trmt10b"
"4",45316613,45342732,"-","Exosc3"
"4",45342101,45379759,"+","Dcaf10"
"4",45395923,45408766,"-","Slc25a51"
"4",45423278,45532470,"-","Shb"
"4",45762377,45764223,"-","Gm12409"
"4",45799022,45804604,"+","Aldh1b1"
"4",45809468,45826923,"-","Igfbpl1"
"4",45848664,45887008,"+","Stra6l"
"4",45890303,45950774,"+","Ccdc180"
"4",45965334,46034761,"+","Tdrd7"
"4",46038935,46116032,"+","Tmod1"
"4",46114746,46138694,"-","Tstd2"
"4",46138613,46172403,"+","Ncbp1"
"4",46155347,46196311,"-","Xpa"
"4",46343609,46346412,"+","Foxe1"
"4",46376505,46389437,"-","Trmo"
"4",46393989,46413506,"-","Hemgn"
"4",46450902,46472657,"+","Anp32b"
"4",46489248,46503632,"+","Nans"
"4",46493781,46536141,"-","Trim14"
"4",46535901,46539802,"+","Gm16731"
"4",46536937,46602202,"-","Coro2a"
"4",46604390,46650209,"-","Tbc1d2"
"4",46662305,46991873,"-","Gabbr2"
"4",47015669,47057427,"-","Anks6"
"4",47091909,47123070,"+","Galnt12"
"4",47208161,47313167,"+","Col15a1"
"4",47353222,47414931,"+","Tgfbr1"
"4",47465067,47474333,"-","Alg2"
"4",47474658,47483242,"+","Sec61b"
"4",48045153,48086447,"+","Nr4a3"
"4",48124915,48186507,"+","Stx17"
"4",48193323,48279558,"-","Erp44"
"4",48279760,48431954,"+","Invs"
"4",48430858,48473459,"-","Tex10"
"4",48539935,48561919,"+","Msantd3"
"4",48585174,48663131,"+","Tmeff1"
"4",48663514,48673502,"+","Cavin4"
"4",49059273,49340259,"+","Plppr1"
"4",49379840,49408151,"-","Acnat2"
"4",49447105,49473912,"-","Acnat1"
"4",49489422,49506557,"-","Baat"
"4",49512596,49521093,"-","Mrpl50"
"4",49521176,49531517,"+","Zfp189"
"4",49535995,49549546,"-","Aldob"
"4",49584506,49597876,"-","Tmem246"
"4",49632006,49656887,"+","Rnf20"
"4",49661611,49845744,"-","Grin3a"
"4",49678747,49682024,"-","Ppp3r2"
"4",51216678,51230272,"+","Cylc2"
"4",52439243,52488260,"+","Smc2"
"4",52496939,52497244,"-","Vma21-ps"
"4",52596274,52612430,"+","Toporsl"
"4",52814604,52828269,"+","Olfr275"
"4",52852154,52859236,"-","Olfr273"
"4",52910207,52919178,"-","Olfr272"
"4",52964547,52972474,"+","Olfr270"
"4",52989272,53001162,"+","Nipsnap3a"
"4",53011880,53022060,"+","Nipsnap3b"
"4",53030787,53159895,"-","Abca1"
"4",53205066,53217857,"-","4930412L05Rik"
"4",53440413,53622478,"+","Slc44a1"
"4",53631471,53707009,"+","Fsd1l"
"4",53713998,53777890,"+","Fktn"
"4",53779705,53788712,"+","Tal2"
"4",53826045,53862019,"+","Tmem38b"
"4",54945048,55083563,"+","Zfp462"
"4",55350043,55392237,"+","Rad23b"
"4",55527143,55532466,"-","Klf4"
"4",56740005,56741443,"-","Actl7b"
"4",56740070,56741377,"+","Gm26657"
"4",56743413,56744925,"+","Actl7a"
"4",56749680,56802331,"-","Ikbkap"
"4",56802345,56809601,"+","Fam206a"
"4",56810935,56865188,"-","Ctnnal1"
"4",56866923,56947437,"-","Tmem245"
"4",56957173,56990391,"-","Frrs1l"
"4",56991972,57143437,"-","Epb41l4b"
"4",57190841,57301837,"-","Ptpn3"
"4",57434247,57712016,"+","Palm2"
"4",57568179,57896982,"+","Pakap"
"4",57717657,57896984,"+","Akap2"
"4",57757739,57763901,"-","Gm12526"
"4",57908483,57916297,"-","D630039A03Rik"
"4",57943373,57956411,"-","Txn1"
"4",57984027,58009124,"-","Txndc8"
"4",58042442,58206859,"-","Svep1"
"4",58285960,58374303,"+","Musk"
"4",58435255,58553898,"-","Lpar1"
"4",58782704,58787716,"-","Olfr267"
"4",58798911,58912749,"-","Ecpas"
"4",58943628,58958355,"+","Zkscan16"
"4",58965439,58987119,"-","Ptgr1"
"4",58995062,59025573,"+","Dnajc25"
"4",59003210,59041888,"+","Gm20503"
"4",59035088,59041903,"+","Gng10"
"4",59043753,59138983,"-","AI481877"
"4",59189257,59222833,"+","Ugcg"
"4",59314683,59438633,"-","Susd1"
"4",59471868,59549364,"-","Ptbp3"
"4",59581563,59618689,"+","Hsdl2"
"4",59626211,59761439,"+","E130308A19Rik"
"4",59769637,59801589,"-","Inip"
"4",59805840,59904737,"+","Snx30"
"4",59905126,59915056,"-","Slc46a2"
"4",59956804,59960710,"-","Mup4"
"4",59964294,60007274,"+","Mup6"
"4",60066469,60070475,"-","Mup7"
"4",60135932,60154289,"-","Mup2"
"4",60218621,60222599,"-","Mup8"
"4",60418046,60421952,"-","Mup9"
"4",60498012,60501960,"-","Mup1"
"4",60502841,60521169,"+","Gm13773"
"4",60578260,60582199,"-","Mup10"
"4",60658466,60662411,"-","Mup11"
"4",60737383,60741326,"-","Mup12"
"4",60817589,60821463,"-","Gm21320"
"4",61224307,61228286,"-","Mup13"
"4",61300023,61304000,"-","Mup14"
"4",61435790,61439743,"-","Mup15"
"4",61515592,61519531,"-","Mup16"
"4",61591929,61595871,"-","Mup17"
"4",61670177,61674136,"-","Mup18"
"4",61778324,61782269,"-","Mup19"
"4",61783123,61801286,"+","Gm13775"
"4",61831319,61835233,"-","Mup5"
"4",62050234,62054158,"-","Mup20"
"4",62083476,62087342,"-","Mup3"
"4",62147932,62150863,"-","Mup21"
"4",62189540,62231047,"-","Zfp37"
"4",62262562,62298411,"+","Slc31a2"
"4",62300342,62360548,"-","Fkbp15"
"4",62360727,62391769,"+","Slc31a1"
"4",62383654,62408642,"-","Cdc26"
"4",62408797,62426990,"+","Prpf4"
"4",62427540,62435252,"-","Rnf183"
"4",62448653,62470896,"-","Wdr31"
"4",62480053,62497298,"+","Bspry"
"4",62499008,62503467,"-","Hdhd3"
"4",62509169,62519918,"-","Alad"
"4",62522649,62525068,"-","Pole3"
"4",62525369,62547993,"+","4933430I17Rik"
"4",62559847,62704001,"+","Rgs3"
"4",62965573,63139708,"+","Zfp618"
"4",63143275,63154799,"-","Ambp"
"4",63165630,63172131,"-","Kif12"
"4",63214004,63334991,"+","Col27a1"
"4",63344560,63348163,"+","Orm1"
"4",63356162,63359511,"+","Orm3"
"4",63362449,63365878,"+","Orm2"
"4",63367125,63403354,"-","Akna"
"4",63414910,63495991,"-","Whrn"
"4",63544772,63550750,"+","Atp6v1g1"
"4",63558781,63586357,"+","Tmem268"
"4",63596901,63605261,"-","Gm11213"
"4",63607089,63622428,"-","Tex48"
"4",63662359,63663379,"-","Gm11214"
"4",63727084,63745113,"-","Tnfsf15"
"4",63831308,63861347,"-","Tnfsf8"
"4",63959785,64047015,"-","Tnc"
"4",63979854,64149924,"+","8030451A03Rik"
"4",65124174,65357509,"+","Pappa"
"4",65380803,66404611,"-","Astn2"
"4",65604986,65616238,"+","Trim32"
"4",66827584,66930284,"+","Tlr4"
"4",68761514,68954397,"-","Brinp1"
"4",70216856,70410443,"-","Cdk5rap2"
"4",70427065,70534995,"-","Megf9"
"4",71755643,71757965,"-","Gm11232"
"4",72117142,72200919,"-","Tle1"
"4",72201348,72215352,"+","C630043F03Rik"
"4",72850583,72852634,"-","Aldoart1"
"4",73401032,73405072,"-","Gm11487"
"4",73607881,73657291,"+","Gm11238"
"4",73622984,73627027,"+","Gm11237"
"4",73638121,73642161,"+","Gm11236"
"4",73668354,73672396,"+","Gm11239"
"4",73683516,73687558,"+","Gm428"
"4",73714579,73790994,"-","Rasef"
"4",73791246,73798372,"+","Gm11240"
"4",73872219,73876266,"-","Gm11758"
"4",73887066,73891112,"-","Gm11757"
"4",73901907,73905953,"-","Gm13871"
"4",73916728,73920760,"-","Gm11756"
"4",73939371,73950846,"-","2310002L09Rik"
"4",74013442,74202214,"+","Frmd3"
"4",74242497,74405860,"+","Kdm4c"
"4",75277354,75278305,"-","Dmac1"
"4",75941238,78211961,"-","Ptprd"
"4",78211955,78214177,"+","B230208B08Rik"
"4",80834123,80851719,"+","Tyrp1"
"4",80910646,80955628,"+","Lurap1l"
"4",81278500,81442815,"-","Mpdz"
"4",82290173,82705750,"-","Nfib"
"4",82798738,82859958,"-","Zdhhc21"
"4",82881751,82885148,"-","Cer1"
"4",82897920,83052339,"-","Frem1"
"4",83220300,83324255,"-","Ttc39b"
"4",83417724,83467676,"+","Snapc3"
"4",83455680,83486459,"-","Psip1"
"4",83525545,83864670,"+","Ccdc171"
"4",84275095,84675275,"-","Bnc2"
"4",84884309,85131921,"+","Cntln"
"4",85205126,85639195,"+","Sh3gl2"
"4",85514172,86428385,"+","Adamtsl1"
"4",86444641,86558328,"-","Saxo1"
"4",86575668,86577285,"+","Rraga"
"4",86578855,86612055,"-","Haus6"
"4",86648386,86670060,"-","Plin2"
"4",86748555,86850603,"+","Dennd4c"
"4",86854660,86857412,"-","Rps6"
"4",86874396,86934822,"+","Acer2"
"4",86983124,87230477,"-","Slc24a2"
"4",87769925,88033364,"-","Mllt3"
"4",88094629,88411011,"+","Focad"
"4",88396144,88438928,"-","Hacd4"
"4",88522025,88522774,"-","Ifnb1"
"4",88557673,88558245,"-","Ifna15"
"4",88571229,88571798,"-","Ifna14"
"4",88591813,88592385,"-","Ifna9"
"4",88602580,88603376,"-","Ifna12"
"4",88627320,88634411,"-","C87499"
"4",88643641,88644459,"-","Ifna13"
"4",88675915,88676924,"-","Ifna16"
"4",88682881,88683912,"-","Ifna2"
"4",88690302,88691359,"-","Ifnab"
"4",88718292,88722465,"-","Klhl9"
"4",88721805,88722842,"+","Gm26566"
"4",88754868,88755416,"+","Gm13271"
"4",88760119,88761581,"+","Gm13283"
"4",88773834,88774801,"+","Gm13290"
"4",88776922,88777470,"+","Gm13289"
"4",88779850,88780660,"+","Gm13272"
"4",88782131,88783592,"+","Ifnz"
"4",88785709,88786257,"+","Gm13276"
"4",88788632,88789180,"+","Gm13277"
"4",88791550,88792098,"+","Gm13278"
"4",88794487,88795035,"+","Gm13275"
"4",88797397,88797945,"+","Gm13279"
"4",88799665,88801126,"+","Gm13285"
"4",88803254,88803802,"+","Gm13287"
"4",88805531,88808380,"+","Gm13288"
"4",88816228,88816800,"+","Ifna7"
"4",88819959,88820531,"+","Ifna11"
"4",88827416,88827985,"+","Ifna6"
"4",88835525,88836094,"+","Ifna5"
"4",88841861,88842421,"+","Ifna4"
"4",88850087,88850656,"+","Ifna1"
"4",88879538,88880201,"-","Ifne"
"4",89100664,89128226,"-","Gm12602"
"4",89137122,89181081,"+","Mtap"
"4",89274471,89294653,"-","Cdkn2a"
"4",89306299,89311039,"-","Cdkn2b"
"4",89381957,89399880,"+","Gm12609"
"4",89421848,89463487,"+","Gm12610"
"4",89679436,89694772,"+","Dmrta1"
"4",90218820,90225702,"+","Zfp352"
"4",91250763,91400785,"-","Elavl2"
"4",92144329,92147234,"-","Izumo3"
"4",92190744,92191749,"-","Gm12666"
"4",93334138,93335511,"-","Tusc1"
"4",94460931,94477180,"-","Gm12655"
"4",94500081,94556796,"-","Caap1"
"4",94556546,94557078,"+","Gm10306"
"4",94567514,94603244,"-","Plaa"
"4",94614491,94693229,"+","Ift74"
"4",94636653,94650144,"-","Lrrc19"
"4",94739289,94874976,"+","Tek"
"4",94907267,94928843,"-","Eqtn"
"4",94942040,94979100,"-","Mysm1"
"4",95029963,95048370,"-","Gm12703"
"4",95049034,95052222,"-","Jun"
"4",95464724,95487394,"-","Gm830"
"4",95483956,95487401,"+","Gm12707"
"4",95557507,95926939,"+","Fggy"
"4",95959715,95967655,"-","9530080O11Rik"
"4",95967240,96025413,"+","Hook1"
"4",96027534,96077546,"-","Cyp2j13"
"4",96099318,96141152,"-","Cyp2j12"
"4",96195197,96236659,"-","Cyp2j7"
"4",96294508,96348662,"-","Cyp2j11"
"4",96444596,96507386,"-","Cyp2j8"
"4",96516138,96553661,"-","Cyp2j6"
"4",96568429,96591578,"-","Cyp2j9"
"4",96628773,96664154,"-","Cyp2j5"
"4",96723647,96785186,"-","Gm12695"
"4",97182840,97183166,"-","Gm10192"
"4",97568133,97778078,"-","E130114P18Rik"
"4",97754168,97757389,"-","Gm12676"
"4",97772734,98118874,"+","Nfia"
"4",98355370,98383306,"-","Tm2d1"
"4",98395785,98719603,"+","Patj"
"4",98726734,98738480,"+","L1td1"
"4",98754898,98817537,"-","Kank4"
"4",98818475,98823840,"-","I0C0044D17Rik"
"4",98923810,98935543,"+","Usp1"
"4",98936671,99120915,"-","Dock7"
"4",99030954,99046111,"+","Angptl3"
"4",99193934,99259787,"+","Atg4c"
"4",99295900,99297258,"+","Gm12689"
"4",99656299,99658622,"+","Foxd3"
"4",99715664,99763460,"+","Alg6"
"4",99765402,99929813,"-","Itgb3bp"
"4",99829198,99912788,"+","Efcab7"
"4",99929414,99987294,"+","Pgm2"
"4",100095791,100444765,"+","Ror1"
"4",100478849,100550147,"+","Ube2u"
"4",100776675,101029220,"+","Cachd1"
"4",101020298,101020696,"-","Gm10577"
"4",101068983,101152370,"+","Raver2"
"4",101152367,101265282,"-","Jak1"
"4",101419277,101466995,"+","Ak4"
"4",101496648,101642799,"+","Dnajc6"
"4",101647718,101659364,"+","Leprot"
"4",101717404,101815352,"+","Lepr"
"4",101834969,101844023,"-","B020004J07Rik"
"4",101890020,101893789,"-","C130073F10Rik"
"4",101909121,101911908,"+","Gm12800"
"4",101940407,101943183,"+","Gm12794"
"4",101967453,101981049,"-","Gm12790"
"4",101986626,101990053,"+","Gm12789"
"4",102087543,102607259,"+","Pde4b"
"4",102741297,102973628,"+","Sgip1"
"4",102978606,103005594,"+","Tctex1d1"
"4",103017872,103026842,"-","Insl5"
"4",103038065,103114555,"-","Wdr78"
"4",103114390,103165754,"+","Mier1"
"4",103170649,103215164,"-","Slc35d1"
"4",103230445,103290863,"-","4921539E11Rik"
"4",103313812,103371868,"+","Oma1"
"4",103538845,103550682,"-","Gm12720"
"4",103619359,104744844,"+","Dab1"
"4",104766317,104804548,"+","C8b"
"4",104815679,104876398,"-","C8a"
"4",104857329,104859137,"+","Gm17662"
"4",104913456,105016863,"+","Fyb2"
"4",105029874,105109890,"-","Prkaa2"
"4",105157347,105232764,"+","Plpp3"
"4",105789869,105794711,"+","Gm12728"
"4",106241216,106290026,"+","Gm12724"
"4",106316213,106441322,"+","Usp24"
"4",106442329,106464329,"-","Pcsk9"
"4",106483456,106492283,"-","Bsnd"
"4",106561038,106589113,"+","Dhcr24"
"4",106590909,106617241,"-","Lexm"
"4",106622432,106640189,"+","Ttc22"
"4",106651069,106655282,"+","Pars2"
"4",106662256,106678944,"-","Ttc4"
"4",106680417,106730925,"-","Mroh7"
"4",106733889,106748292,"+","Fam151a"
"4",106744555,106804998,"-","Acot11"
"4",106910701,107049694,"+","Ssbp3"
"4",107055874,107066868,"-","Mrpl37"
"4",107066988,107088268,"+","Cyb5rl"
"4",107096891,107113125,"+","Cdcp2"
"4",107134155,107179116,"-","Tceanc2"
"4",107178399,107200996,"+","Tmem59"
"4",107209180,107218060,"+","Ldlrad1"
"4",107233514,107253532,"-","Lrrc42"
"4",107253593,107279938,"+","Hspb11"
"4",107291465,107307169,"-","Dio1"
"4",107314363,107359823,"+","Yipf1"
"4",107367784,107416346,"+","Ndc1"
"4",107434591,107635061,"+","Glis1"
"4",107676290,107684230,"-","Dmrtb1"
"4",107802261,107876840,"+","Lrp8"
"4",107879755,107887424,"+","Magoh"
"4",107889813,107899384,"+","0610037L13Rik"
"4",107903981,107923610,"-","Cpt2"
"4",107968332,108013532,"+","Slc1a7"
"4",108014791,108096445,"-","Podn"
"4",108043839,108144998,"-","Scp2"
"4",108165437,108179308,"+","Echdc2"
"4",108181738,108218048,"-","Zyg11a"
"4",108229724,108301096,"-","Zyg11b"
"4",108328140,108341544,"+","Coa7"
"4",108367777,108383349,"-","Shisal2a"
"4",108400390,108406961,"-","Gpx7"
"4",108459426,108559421,"+","Tut4"
"4",108563172,108579336,"-","Prpf38a"
"4",108579423,108614833,"+","Orc1"
"4",108592425,108619849,"-","Gm12743"
"4",108619940,108634123,"+","Cc2d1b"
"4",108637466,108780798,"-","Zfyve9"
"4",108719649,108781904,"+","3110021N24Rik"
"4",108814295,108833614,"-","Btf3l4"
"4",108834601,108862127,"+","Txndc12"
"4",108847399,108848619,"-","A730015C16Rik"
"4",108847785,108849413,"+","Kti12"
"4",108879063,108943324,"+","Rab3b"
"4",109000655,109061777,"+","Nrd1"
"4",109061145,109202272,"-","Osbpl9"
"4",109234485,109254571,"+","Calr4"
"4",109280268,109387817,"+","Eps15"
"4",109406623,109444745,"+","Ttc39a"
"4",109451098,109484728,"-","Rnf11"
"4",109505337,109531297,"-","4930522H14Rik"
"4",109569214,109656791,"+","Gm12811"
"4",109651529,109657853,"-","9630013D21Rik"
"4",109660876,109667189,"-","Cdkn2c"
"4",109676588,109963960,"+","Faf1"
"4",109978053,109983687,"+","Dmrta2"
"4",110203722,110351909,"-","Elavl4"
"4",110397661,111664324,"+","Agbl4"
"4",111415006,111460298,"+","Bend5"
"4",111719984,111829184,"+","Spata6"
"4",111875375,111902918,"-","Slc5a9"
"4",111919392,111950358,"+","Skint8"
"4",111972923,111988223,"+","Skint7"
"4",112006269,112029538,"+","Skint1"
"4",112072016,112168076,"+","Skint4"
"4",112232245,112300468,"+","Skint3"
"4",112385969,112433985,"-","Skint9"
"4",112557194,112652248,"+","Skint2"
"4",112711147,112774866,"-","Skint10"
"4",112804616,113286973,"-","Skint6"
"4",113477891,113999503,"-","Skint5"
"4",114163384,114245028,"+","Skint11"
"4",114406724,114615098,"+","Trabd2b"
"4",114821722,114856166,"+","Gm12830"
"4",114906282,114908873,"-","Foxd2"
"4",114909257,114921967,"+","Foxd2os"
"4",114925147,114926013,"-","Foxe3"
"4",114959336,114987241,"-","Cmpk1"
"4",115000159,115043196,"+","Stil"
"4",115056426,115071755,"+","Tal1"
"4",115088708,115093899,"+","Pdzk1ip1"
"4",115106323,115134281,"-","Cyp4x1"
"4",115242084,115254557,"+","Cyp4a29"
"4",115299046,115332815,"+","Cyp4a12a"
"4",115411624,115439034,"+","Cyp4a12b"
"4",115452604,115471062,"+","Cyp4a30b"
"4",115486200,115496142,"-","Cyp4a14"
"4",115518264,115533649,"+","Cyp4a10"
"4",115563649,115579015,"+","Cyp4a31"
"4",115600969,115621602,"+","Cyp4a32"
"4",115624725,115647723,"-","Cyp4b1"
"4",115737744,115777327,"+","Efcab14"
"4",115779834,115781018,"-","Tex38"
"4",115784812,115818828,"+","Atpaf1"
"4",115828092,115836185,"+","Mob3c"
"4",115839198,115879250,"+","Mknk1"
"4",115884400,115889526,"+","Kncn"
"4",115890665,115899227,"+","6430628N08Rik"
"4",115915119,115939926,"-","Dmbx1"
"4",115967145,116017926,"-","Faah"
"4",116032842,116053876,"-","Nsun4"
"4",116066965,116075071,"-","Uqcrh"
"4",116075269,116097043,"+","Lrrc41"
"4",116094264,116123690,"-","Rad54l"
"4",116123840,116159849,"+","Pomgnt1"
"4",116132406,116151338,"-","Lurap1"
"4",116161869,116167601,"-","Tspan1"
"4",116173372,116174290,"+","1700042G07Rik"
"4",116173384,116299841,"+","Gm49337"
"4",116221618,116303056,"+","Pik3r3"
"4",116306762,116464183,"-","Mast2"
"4",116507549,116538243,"+","Ipp"
"4",116551633,116555936,"-","Tmem69"
"4",116557658,116593882,"+","Gpbp1l1"
"4",116589733,116597630,"-","C530005A16Rik"
"4",116596654,116600266,"+","Ccdc17"
"4",116601052,116627941,"-","Nasp"
"4",116636510,116651680,"-","Akr1a1"
"4",116685544,116700822,"+","Prdx1"
"4",116702279,116708406,"-","Mmachc"
"4",116708509,116751206,"+","Ccdc163"
"4",116720948,116805956,"+","Tesk2"
"4",116794310,116807640,"-","Toe1"
"4",116807723,116819440,"+","Mutyh"
"4",116819904,116821707,"-","Hpdl"
"4",116877376,116989264,"+","Zswim5"
"4",116989965,116994413,"-","Urod"
"4",116995317,117005277,"+","Hectd3"
"4",117019402,117087306,"+","Eif2b3"
"4",117096075,117116101,"+","Ptch2"
"4",117119219,117125725,"-","Btbd19"
"4",117126794,117128738,"+","Tctex1d4"
"4",117128655,117133963,"-","Plk3"
"4",117153827,117156243,"-","Rps8"
"4",117159639,117182639,"-","Kif2c"
"4",117213333,117252125,"-","Armh1"
"4",117213334,117213782,"-","1700012C08Rik"
"4",117251951,117268582,"+","Tmem53"
"4",117271463,117497052,"-","Rnf220"
"4",117550365,117674297,"+","Eri3"
"4",117674681,117682273,"-","Dmap1"
"4",117724412,117726872,"+","Gm12845"
"4",117757836,117765648,"-","Klf17"
"4",117834506,117875198,"+","Slc6a9"
"4",117866524,117872557,"-","Ccdc24"
"4",117869260,117883487,"-","B4galt2"
"4",117884326,117887333,"-","Atp6v0b"
"4",117888643,117892032,"-","Dph2"
"4",117894486,117914999,"-","Ipo13"
"4",117926162,117929763,"-","Artn"
"4",117932154,118134914,"-","St3gal3"
"4",118136957,118180043,"-","Kdm4a"
"4",118208213,118291405,"-","Ptprf"
"4",118362743,118409273,"-","Szt2"
"4",118409337,118415782,"+","Med8"
"4",118428093,118432953,"+","Elovl1"
"4",118432901,118437352,"-","Cdc20"
"4",118442415,118457513,"-","Mpl"
"4",118471191,118490061,"-","Tie1"
"4",118526999,118530228,"+","2610528J11Rik"
"4",118540941,118544044,"-","Tmem125"
"4",118554551,118620777,"-","Cfap57"
"4",118620799,118627776,"+","Ebna1bp2"
"4",118658952,118668042,"+","Olfr62"
"4",118687486,118692756,"-","Olfr1342"
"4",118703523,118713438,"+","Olfr1341"
"4",118720138,118729395,"+","Olfr1340"
"4",118732175,118736906,"+","Olfr1339"
"4",118751975,118758737,"-","Olfr1338"
"4",118781636,118782586,"-","Olfr1337"
"4",118808797,118809944,"-","Olfr1335"
"4",118827659,118836279,"-","Olfr1333"
"4",118864649,118871707,"+","Olfr1331"
"4",118888597,118899597,"+","Olfr1330"
"4",118916524,118917465,"-","Olfr1329"
"4",118930071,118938612,"-","Olfr1328"
"4",118961578,118968912,"+","Lao1"
"4",118971297,118999458,"+","Gm12861"
"4",119108711,119137983,"+","Slc2a1"
"4",119169513,119174195,"-","Zfp691"
"4",119175457,119190011,"-","Ermap"
"4",119195306,119201298,"+","Svbp"
"4",119203570,119232712,"-","AU022252"
"4",119205055,119218217,"-","Tmem269"
"4",119223174,119224815,"+","Gm12898"
"4",119232915,119248975,"+","P3h1"
"4",119255414,119262438,"+","Cldn19"
"4",119277981,119294604,"-","Ybx1"
"4",119300010,119320546,"-","Ppih"
"4",119322893,119415521,"-","Ccdc30"
"4",119418530,119422420,"-","Ppcs"
"4",119422814,119467444,"+","Zmynd12"
"4",119465283,119492628,"-","Rimkla"
"4",119530308,119539529,"-","Frg2f1"
"4",119537004,119629119,"+","Foxj3"
"4",119637704,119639471,"+","Guca2a"
"4",119656607,119658954,"-","Guca2b"
"4",119733784,120138045,"+","Hivep3"
"4",120064996,120093973,"+","AL607142.1"
"4",120161206,120167360,"+","Edn2"
"4",120267079,120287349,"-","Foxo6"
"4",120405281,120530186,"+","Scmh1"
"4",120532231,120536661,"+","Slfnl1"
"4",120539868,120570276,"-","Ctps"
"4",120588745,120609673,"+","Gm8439"
"4",120666572,120667820,"+","Cited4"
"4",120696138,120748612,"-","Kcnq4"
"4",120757438,120831572,"-","Nfyc"
"4",120854816,120896579,"+","Rims3"
"4",120921196,120925017,"-","Exo5"
"4",120930137,120951699,"-","Zfp69"
"4",120968317,121017247,"-","Smap2"
"4",121039385,121055322,"+","Col9a2"
"4",121059237,121098241,"-","Zmpste24"
"4",121105651,121109226,"-","Tmco2"
"4",121145373,121215084,"-","Rlf"
"4",121316316,121324917,"-","Gm12888"
"4",121414735,121423099,"-","Gm12886"
"4",121614271,121622103,"-","Gm12887"
"4",122689275,122705129,"+","9530002B09Rik"
"4",122836242,122859175,"+","Ppt1"
"4",122859047,122886056,"-","Cap1"
"4",122946850,122961188,"-","Mfsd2a"
"4",122961309,122963475,"+","4933421A08Rik"
"4",122995652,123002485,"+","Mycl"
"4",123016597,123054949,"+","Trit1"
"4",123105165,123132099,"+","Bmp8b"
"4",123116266,123118000,"+","Oxct2b"
"4",123127115,123139951,"-","Ppie"
"4",123183227,123194701,"+","Hpcal4"
"4",123201504,123216275,"+","Nt5c1a"
"4",123233556,123249875,"+","Heyl"
"4",123262351,123298925,"+","Pabpc4"
"4",123312645,123343252,"-","Bmp8a"
"4",123321875,123323634,"-","Oxct2a"
"4",123349633,123684360,"-","Macf1"
"4",123712710,123718202,"-","Ndufs5"
"4",123734559,123750345,"-","Akirin1"
"4",123787874,123829904,"+","Rhbdl2"
"4",123859679,123863165,"+","4933427I04Rik"
"4",123904832,123912269,"+","Mycbp"
"4",123917446,123936997,"+","Rragc"
"4",123917504,123918022,"-","4930535I16Rik"
"4",124609931,124610803,"-","3100002H09Rik"
"4",124656807,124660655,"+","Pou3f1"
"4",124678160,124693600,"-","Utp11"
"4",124700701,124708611,"+","Fhl3"
"4",124714776,124732460,"+","Sf3a3"
"4",124735730,124751354,"-","Gm12915"
"4",124741850,124801511,"+","Inpp5b"
"4",124802104,124849800,"+","Mtf1"
"4",124849080,124851196,"-","1110065P20Rik"
"4",124850679,124855242,"+","Yrdc"
"4",124855239,124862171,"-","Maneal"
"4",124880899,124917800,"+","Epha10"
"4",124918465,124939311,"-","Cdca8"
"4",124937048,124944656,"+","9930104L06Rik"
"4",124986430,125009099,"+","Rspo1"
"4",125016585,125055380,"+","Gnl2"
"4",125055338,125065703,"-","Dnali1"
"4",125066672,125074042,"+","Snip1"
"4",125085134,125113238,"+","Meaf6"
"4",125118423,125127840,"-","Zc3h12a"
"4",125490700,125714173,"+","Grik3"
"4",126024550,126044440,"+","Csf3r"
"4",126046925,126055532,"+","Mrps15"
"4",126058565,126092195,"+","Oscp1"
"4",126096623,126098584,"+","Lsm10"
"4",126103957,126141029,"+","Stk40"
"4",126147744,126149875,"+","Eva1b"
"4",126150602,126163491,"-","Sh3d21"
"4",126164082,126202760,"-","Thrap3"
"4",126232167,126256343,"-","Map7d1"
"4",126262325,126275883,"+","Trappc3"
"4",126286793,126314330,"+","Col8a2"
"4",126316047,126321703,"-","Adprhl2"
"4",126322121,126325688,"-","Tekt2"
"4",126323599,126325237,"+","Gm12945"
"4",126331704,126429556,"-","Ago3"
