#ccds	gene	gene_id	ccds_status	attribute
CCDS46150.1	SIGLEC11	114132	Public	CDS uses downstream AUG
CCDS46202.1	GALP	85569	Public	Nonsense-mediated decay (NMD) candidate
CCDS46240.1	EPT1	85465	Public	Contains selenocysteine
CCDS46439.1	GCG	2641	Public	CDS uses downstream AUG
CCDS46452.1	SP3	6670	Public	Non-AUG initiation codon
CCDS46659.1	MICAL3	57553	Public	Inferred exon combination
CCDS46706.1	DDX17	10521	Public	Non-AUG initiation codon
CCDS46876.1	EPHA6	285220	Public	Inferred exon combination
CCDS46936.1	SELT	51714	Public	Contains selenocysteine
CCDS47006.1	TBC1D14	57533	Public	Inferred exon combination
CCDS47061.1	PAICS	10606	Public	CDS uses downstream AUG
CCDS47205.1	MOCS2	4338	Public	Nonsense-mediated decay (NMD) candidate
CCDS47209.1	IL6ST	3572	Public	Nonsense-mediated decay (NMD) candidate
CCDS47233.1	ANKRD31	256006	Public	Inferred exon combination
CCDS47240.1	DHFR	1719	Public	CDS uses downstream AUG
CCDS47281.1	PCDHA6	56142	Public	CDS uses downstream AUG
CCDS47282.1	PCDHA6	56142	Public	CDS uses downstream AUG
CCDS47285.1	PCDHA12	56137	Public	CDS uses downstream AUG
CCDS47363.1	SLC22A23	63027	Public	Inferred exon combination
CCDS47398.2	POU5F1	5460	Public	Non-AUG initiation codon
CCDS47414.1	TEAD3	7005	Public	Non-AUG initiation codon
CCDS47432.1	VEGFA	7422	Public	Non-AUG initiation codon
CCDS47433.1	VEGFA	7422	Public	Non-AUG initiation codon
CCDS47434.1	VEGFA	7422	Public	Non-AUG initiation codon
CCDS47435.1	VEGFA	7422	Public	Non-AUG initiation codon
CCDS47508.1	OPRM1	4988	Public	CDS uses downstream AUG
CCDS47536.1	DAGLB	221955	Public	CDS uses downstream AUG
CCDS47552.1	PRPS1L1	221823	Public	Non-AUG initiation codon
CCDS47644.1	PON2	5445	Public	CDS uses downstream AUG
CCDS47673.1	POLR2J3	548644	Public	Nonsense-mediated decay (NMD) candidate
CCDS47733.1	CASP2	835	Public	Nonsense-mediated decay (NMD) candidate
CCDS47749.2	ASB10	136371	Public	CDS uses downstream AUG
CCDS47750.2	ASB10	136371	Public	CDS uses downstream AUG
CCDS47774.1	SPAG11B	10407	Public	CDS uses downstream AUG
CCDS47832.1	CLU	1191	Public	CDS uses downstream AUG
CCDS47880.1	ZBTB10	65986	Public	Inferred exon combination
CCDS48023.1	ZBTB34	403341	Public	CDS uses downstream AUG
CCDS48054.1	SOHLH1	402381	Public	Inferred exon combination
CCDS48106.1	MAGIX	79917	Public	Inferred exon combination
CCDS48116.1	MAGED4	728239	Public	Inferred exon combination
CCDS48117.2	XAGE1B	653220	Public	CDS uses downstream AUG
CCDS48120.2	XAGE1A	653219	Public	CDS uses downstream AUG
CCDS48126.2	XAGE1E	653067	Public	CDS uses downstream AUG
CCDS48166.1	AIFM1	9131	Public	CDS uses downstream AUG
CCDS48167.1	AIFM1	9131	Under review, withdrawal	Nonsense-mediated decay (NMD) candidate
CCDS53320.1	DIO1	1733	Public	Contains selenocysteine
CCDS53355.1	NBPF10	100132406	Under review, update	Inferred exon combination
CCDS53368.1	RIIAD1	284485	Public	Nonsense-mediated decay (NMD) candidate
CCDS53400.1	TSTD1	100131187	Public	CDS uses downstream AUG
CCDS53460.1	NFASC	23114	Public	CDS uses downstream AUG
CCDS53461.1	NFASC	23114	Public	CDS uses downstream AUG
CCDS53462.1	NFASC	23114	Public	CDS uses downstream AUG
CCDS53542.1	DUSP13	51207	Public	Nonsense-mediated decay (NMD) candidate
CCDS53584.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS53814.1	TBC1D15	64786	Public	CDS uses downstream AUG
CCDS53820.1	TXNRD1	7296	Public	Contains selenocysteine
CCDS53821.1	TXNRD1	7296	Public	Contains selenocysteine
CCDS53823.1	TXNRD1	7296	Public	Contains selenocysteine
CCDS53835.1	TESC	54997	Public	CDS uses downstream AUG
CCDS53880.1	DAOA	267012	Public	Nonsense-mediated decay (NMD) candidate
CCDS53964.1	CHRNA3	1136	Public	CDS uses downstream AUG
CCDS53979.1	VIMP	55829	Public	Contains selenocysteine
CCDS54016.1	TK2	7084	Public	CDS uses downstream AUG
CCDS54017.1	TK2	7084	Public	CDS uses downstream AUG
CCDS54266.1	SELV	348303	Public	Contains selenocysteine
CCDS54284.1	SAE1	10055	Public	CDS uses downstream AUG
CCDS54285.1	SAE1	10055	Public	CDS uses downstream AUG
CCDS54407.1	NEB	4703	Public	Inferred exon combination
CCDS54408.1	NEB	4703	Public	Inferred exon combination
CCDS54453.1	HCK	3055	Public	Non-AUG initiation codon
CCDS54461.1	ADIG	149685	Public	Nonsense-mediated decay (NMD) candidate
CCDS54468.1	OCSTAMP	128506	Public	Inferred exon combination
CCDS54582.1	GPX1	2876	Public	Contains selenocysteine
CCDS54597.1	SELK	58515	Public	Contains selenocysteine
CCDS54627.1	NR1I2	8856	Public	Non-AUG initiation codon
CCDS54701.1	PIGX	54965	Public	Non-AUG initiation codon
CCDS54751.1	STIM2	57620	Public	CDS uses downstream AUG
CCDS54751.1	STIM2	57620	Public	Non-AUG initiation codon
CCDS54752.1	STIM2	57620	Public	CDS uses downstream AUG
CCDS54752.1	STIM2	57620	Public	Non-AUG initiation codon
CCDS54790.1	HADH	3033	Public	CDS uses downstream AUG
CCDS54840.1	TTC23L	153657	Public	Nonsense-mediated decay (NMD) candidate
CCDS54889.1	FAM170A	340069	Public	Nonsense-mediated decay (NMD) candidate
CCDS55007.1	VEGFA	7422	Public	Non-AUG initiation codon
CCDS55070.1	OPRM1	4988	Public	CDS uses downstream AUG
CCDS55301.1	BAG1	573	Public	CDS uses downstream AUG
CCDS55446.1	RGAG4	340526	Public	Nonsense-mediated decay (NMD) candidate
CCDS55448.1	HDAC8	55869	Public	CDS uses downstream AUG
CCDS55449.1	HDAC8	55869	Public	CDS uses downstream AUG
CCDS55450.1	HDAC8	55869	Public	CDS uses downstream AUG
CCDS55451.1	HDAC8	55869	Public	CDS uses downstream AUG
CCDS55452.1	HDAC8	55869	Public	CDS uses downstream AUG
CCDS55566.1	TP73	7161	Public	Inferred exon combination
CCDS55567.1	TP73	7161	Public	Inferred exon combination
CCDS55568.1	TP73	7161	Public	Inferred exon combination
CCDS55598.1	OSBPL9	114883	Public	CDS uses downstream AUG
CCDS55799.1	JAM3	83700	Public	CDS uses downstream AUG
CCDS55818.1	TWF1	5756	Public	CDS uses downstream AUG
CCDS55847.1	PTPRR	5801	Public	CDS uses downstream AUG
CCDS55934.1	DIO2	1734	Public	Contains selenocysteine
CCDS55954.1	MTA1	9112	Public	Nonsense-mediated decay (NMD) candidate
CCDS56117.1	TMEM247	388946	Public	polyA required for stop codon
CCDS56131.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS56132.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS56133.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS56134.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS56135.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS56136.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS56213.1	APP	351	Public	Inferred exon combination
CCDS56417.1	AGER	177	Public	CDS uses downstream AUG
CCDS56418.1	AGER	177	Public	CDS uses downstream AUG
CCDS56428.1	NCR2	9436	Public	CDS uses downstream AUG
CCDS56429.1	NCR2	9436	Public	CDS uses downstream AUG
CCDS56565.1	CDKN2A	1029	Public	Nonsense-mediated decay (NMD) candidate
CCDS57970.1	CA6	765	Public	CDS uses downstream AUG
CCDS57971.1	CA6	765	Public	CDS uses downstream AUG
CCDS58028.1	OAZ3	51686	Public	Ribosomal slippage (translational frameshift)
CCDS58039.1	IFI16	3428	Public	CDS uses downstream AUG
CCDS58049.1	RGSL1	353299	Public	Nonsense-mediated decay (NMD) candidate
CCDS58057.1	CHIT1	1118	Public	CDS uses downstream AUG
CCDS58059.1	ATF3	467	Public	CDS uses downstream AUG
CCDS58147.1	DPP3	10072	Public	CDS uses downstream AUG
CCDS58274.1	TXNRD1	7296	Public	Contains selenocysteine
CCDS58299.1	IRG1	730249	Public	Inferred exon combination
CCDS58360.1	SERINC4	619189	Public	Inferred exon combination
CCDS58372.1	OAZ2	4947	Public	Ribosomal slippage (translational frameshift)
CCDS58473.1	NOL3	8996	Public	CDS uses downstream AUG
CCDS58589.1	DNAI2	64446	Public	Nonsense-mediated decay (NMD) candidate
CCDS58639.1	OAZ1	4946	Public	Ribosomal slippage (translational frameshift)
CCDS58940.1	PDCD6	10016	Public	CDS uses downstream AUG
CCDS58941.1	PDCD6	10016	Public	CDS uses downstream AUG
CCDS58964.1	SNCAIP	9627	Public	CDS uses downstream AUG
CCDS59051.1	EPDR1	54749	Public	CDS uses downstream AUG
CCDS59114.1	LY6K	54742	Public	CDS uses downstream AUG
CCDS59204.1	OBSCN	84033	Public	Inferred exon combination
CCDS59221.1	NKX1-2	390010	Public	Inferred exon combination
CCDS59225.1	OTOG	340990	Public	Inferred exon combination
CCDS59242.1	DAOA	267012	Public	Nonsense-mediated decay (NMD) candidate
CCDS59248.1	POTEB2	100287399	Public	Inferred exon combination
CCDS59250.1	POTEB	100996331	Public	Inferred exon combination
CCDS59252.1	GOLGA8O	728047	Public	Inferred exon combination
CCDS59262.1	NPIPA3	642778	Public	Inferred exon combination
CCDS59263.1	NPIPA2	642799	Public	Inferred exon combination
CCDS59264.1	NPIPA5	100288332	Public	Inferred exon combination
CCDS59269.1	HYDIN	54768	Public	Inferred exon combination
CCDS59291.1	G6PC	2538	Public	CDS uses downstream AUG
CCDS59360.1	C19orf67	646457	Public	Inferred exon combination
CCDS59402.1	SEPW1	6415	Public	CDS uses downstream AUG
CCDS59402.1	SEPW1	6415	Public	Contains selenocysteine
CCDS59425.1	RFPL4AL1	729974	Public	Inferred exon combination
CCDS59430.1	SLC8A1	6546	Public	Inferred exon combination
CCDS59431.1	POTEI	653269	Public	Inferred exon combination
CCDS59432.1	POTEJ	653781	Public	Inferred exon combination
CCDS59435.1	TTN	7273	Public	Inferred exon combination
CCDS59506.1	RASA4B	100271927	Public	Inferred exon combination
CCDS59507.1	SPDYE2B	100310812	Public	Inferred exon combination
CCDS59509.1	LUZP6	767558	Public	Non-AUG initiation codon
CCDS59512.1	FAM86B1	85002	Public	Inferred exon combination
CCDS59533.1	TSPY8	728403	Public	Inferred exon combination
CCDS59965.1	TP73	7161	Public	Inferred exon combination
CCDS60080.1	A3GALT2	127550	Public	Inferred exon combination
CCDS60082.1	CSMD2	114784	Public	Nonsense-mediated decay (NMD) candidate
CCDS60396.1	MDM4	4194	Public	Nonsense-mediated decay (NMD) candidate
CCDS60524.1	ANTXRL	195977	Public	Inferred exon combination
CCDS60526.1	ANXA8	653145	Public	CDS uses downstream AUG
CCDS60547.1	CCAR1	55749	Public	Inferred exon combination
CCDS60574.1	NUTM2B	729262	Public	Inferred exon combination
CCDS60929.1	TRIM77	390231	Public	Inferred exon combination
CCDS60930.1	TRIM49D1	399939	Public	Inferred exon combination
CCDS60944.1	YAP1	10413	Public	Inferred exon combination
CCDS60945.1	YAP1	10413	Public	Inferred exon combination
CCDS61010.1	IGSF9B	22997	Public	Inferred exon combination
CCDS61095.1	DNM1L	10059	Public	CDS uses downstream AUG
CCDS61096.1	DNM1L	10059	Public	CDS uses downstream AUG
CCDS61098.1	DNM1L	10059	Public	CDS uses downstream AUG
CCDS61109.1	CCNT1	904	Public	Nonsense-mediated decay (NMD) candidate
CCDS61325.1	LRRC63	220416	Public	Inferred exon combination
CCDS61403.1	PPP1R3E	90673	Public	Nonsense-mediated decay (NMD) candidate
CCDS61495.1	DPF3	8110	Public	Nonsense-mediated decay (NMD) candidate
CCDS61496.1	DPF3	8110	Public	Nonsense-mediated decay (NMD) candidate
CCDS61572.1	GOLGA8M	653720	Public	Inferred exon combination
CCDS61574.1	GOLGA8J	653073	Public	Inferred exon combination
CCDS61575.1	LOC101059918	101059918	Public	Inferred exon combination
CCDS61576.1	GOLGA8H	728498	Public	Inferred exon combination
CCDS61577.1	GOLGA8K	653125	Public	Inferred exon combination
CCDS61578.1	GOLGA8R	643699	Public	Inferred exon combination
CCDS61581.1	FMN1	342184	Public	Inferred exon combination
CCDS61719.1	RCN2	5955	Public	CDS uses downstream AUG
CCDS61732.1	GOLGA6L20	101927658	Public	Inferred exon combination
CCDS61864.1	NPIPA7	101059938	Public	Inferred exon combination
CCDS61865.1	NPIPA8	101059953	Public	Inferred exon combination
CCDS61876.1	UMOD	7369	Public	CDS uses downstream AUG
CCDS62640.1	UPK1A	11045	Public	CDS uses downstream AUG
CCDS62789.1	OSCAR	126014	Public	CDS uses downstream AUG
CCDS62802.1	LILRA1	11024	Public	CDS uses downstream AUG
CCDS62803.1	LILRB1	10859	Public	CDS uses downstream AUG
CCDS63612.1	CCDC12	151903	Public	Inferred exon combination
CCDS63633.1	QARS	5859	Public	CDS uses downstream AUG
CCDS63877.1	MUC20	200958	Public	Inferred exon combination
CCDS64066.1	LOC152586	152586	Public	Inferred exon combination
CCDS64180.1	ANKDD1B	728780	Public	Inferred exon combination
CCDS64222.1	ATG12	9140	Public	CDS uses downstream AUG
CCDS64366.1	LOC101928603	101928603	Public	Inferred exon combination
CCDS64422.1	TREM2	54209	Public	CDS uses downstream AUG
CCDS64463.1	MEI4	101928601	Public	Inferred exon combination
CCDS64590.1	ANKRD61	100310846	Public	Inferred exon combination
CCDS65020.1	IZUMO3	100129669	Public	Inferred exon combination
CCDS65197.1	TMEM210	100505993	Public	Inferred exon combination
CCDS65261.1	MAGED4	728239	Public	Inferred exon combination
CCDS65554.1	TM2D1	83941	Public	CDS uses downstream AUG
CCDS66167.1	C2CD3	26005	Public	Inferred exon combination
CCDS67439.1	ANKRD62	342850	Public	Inferred exon combination
CCDS67923.1	C2orf49	79074	Candidate	CDS uses downstream AUG
CCDS69169.1	PPIL6	285755	Public	Inferred exon combination
CCDS69299.1	IKZF1	10320	Public	Inferred exon combination
CCDS69466.1	LETM2	137994	Public	Inferred exon combination
