"chrom","chromStart","chromEnd","strand","name"
"1",155014661,155016685,"+","ZBTB7B"
"1",155018544,155033701,"-","DCST2"
"1",155034037,155050868,"+","DCST1"
"1",155051387,155058474,"+","ADAM15"
"1",155051387,155062356,"+","ADAM15"
"1",155051387,155062502,"+","ADAM15"
"1",155063824,155068989,"+","EFNA4"
"1",155063824,155069111,"+","EFNA4"
"1",155063824,155069173,"+","EFNA4"
"1",155078942,155086543,"+","EFNA3"
"1",155127978,155134067,"+","EFNA1"
"1",155135672,155138281,"+","SLC50A1"
"1",155135912,155138281,"+","SLC50A1"
"1",155135953,155138281,"+","SLC50A1"
"1",155139962,155140240,"-","DPM3"
"1",155139962,155140330,"-","DPM3"
"1",155169440,155173302,"-","KRTCAP2"
"1",155173967,155180502,"+","TRIM46"
"1",155173967,155184190,"+","TRIM46"
"1",155174814,155184190,"+","TRIM46"
"1",155175392,155184190,"+","TRIM46"
"1",155175941,155184190,"+","TRIM46"
"1",155186135,155192843,"-","MUC1"
"1",155187253,155192843,"-","MUC1"
"1",155195841,155207876,"-","THBS3"
"1",155208805,155213698,"+","MTX1"
"1",155234995,155239931,"-","GBA"
"1",155234995,155241112,"-","GBA"
"1",155247782,155254877,"-","FAM189B"
"1",155256273,155262151,"-","SCAMP3"
"1",155263218,155270977,"-","CLK2"
"1",155277591,155288463,"+","HCN3"
"1",155290572,155300887,"-","PKLR"
"1",155290572,155301395,"-","PKLR"
"1",155309790,155320609,"+","FDPS"
"1",155310065,155320609,"+","FDPS"
"1",155317974,155320609,"+","FDPS"
"1",155321774,155330571,"+","RUSC1"
"1",155324418,155330571,"+","RUSC1"
"1",155324895,155330571,"+","RUSC1"
"1",155337660,155521519,"-","ASH1L"
"1",155610249,155614273,"+","MSTO1"
"1",155659657,155680436,"-","YY1AP1"
"1",155659657,155688464,"-","YY1AP1"
"1",155659657,155688976,"-","YY1AP1"
"1",155709780,155738242,"+","DAP3"
"1",155750584,155853780,"-","GON4L"
"1",155764883,155853780,"-","GON4L"
"1",155859762,155881508,"+","SYT11"
"1",155900388,155910504,"-","RIT1"
"1",155900388,155910761,"-","RIT1"
"1",155900388,155910885,"-","RIT1"
"1",155914121,155934373,"-","KHDC4"
"1",155941710,155942834,"+","RXFP4"
"1",155947942,155969282,"-","ARHGEF2"
"1",155947942,155978427,"-","ARHGEF2"
"1",156009540,156020167,"-","SSR2"
"1",156036978,156053701,"-","UBQLN4"
"1",156054890,156058371,"+","LAMTOR2"
"1",156061401,156070287,"+","RAB25"
"1",156076574,156081998,"-","MEX3A"
"1",156114919,156137764,"+","LMNA"
"1",156114919,156139106,"+","LMNA"
"1",156126204,156139839,"+","LMNA"
"1",156126803,156137764,"+","LMNA"
"1",156154579,156176997,"+","SEMA4A"
"1",156156572,156176997,"+","SEMA4A"
"1",156199848,156210431,"+","SLC25A44"
"1",156213016,156239587,"+","PMF1"
"1",156213016,156239601,"+","PMF1"
"1",156213016,156242794,"+","PMF1-BGLAP"
"1",156213016,156243083,"+","PMF1-BGLAP"
"1",156242232,156243162,"+","BGLAP"
"1",156243861,156244853,"-","PAQR6"
"1",156243861,156245646,"-","PAQR6"
"1",156243861,156245848,"-","PAQR6"
"1",156244129,156246731,"-","PAQR6"
"1",156250587,156282680,"-","SMG5"
"1",156285227,156291598,"+","TMEM79"
"1",156293012,156295645,"-","GLMP"
"1",156293044,156294893,"-","GLMP"
"1",156293044,156295645,"-","GLMP"
"1",156309199,156338184,"-","CCT3"
"1",156339758,156346918,"+","TSACC"
"1",156339758,156346982,"+","TSACC"
"1",156369250,156384845,"+","RHBG"
"1",156404554,156416839,"-","C1orf61"
"1",156467645,156483292,"-","MEF2D"
"1",156526486,156572529,"-","IQGAP3"
"1",156581365,156586550,"+","TTC24"
"1",156591805,156594084,"+","NAXE"
"1",156595213,156599046,"-","GPATCH4"
"1",156595213,156601439,"-","GPATCH4"
"1",156623491,156625384,"+","HAPLN2"
"1",156646055,156652966,"+","BCAN"
"1",156646055,156659134,"+","BCAN"
"1",156669322,156677264,"-","NES"
"1",156700026,156705446,"-","CRABP2"
"1",156723349,156727652,"-","ISG20L2"
"1",156729105,156736644,"+","RRNAD1"
"1",156729105,156736753,"+","RRNAD1"
"1",156737398,156738704,"-","MRPL24"
"1",156743449,156751429,"-","HDGF"
"1",156743449,156752103,"-","HDGF"
"1",156743449,156752363,"-","HDGF"
"1",156767772,156800460,"+","PRCC"
"1",156807178,156816685,"-","SH2D2A"
"1",156807178,156816708,"-","SH2D2A"
"1",156815830,156881642,"+","NTRK1"
"1",156840873,156858621,"-","INSRR"
"1",156860935,156881642,"+","NTRK1"
"1",156903927,156914798,"+","PEAR1"
"1",156920804,156932969,"+","LRRC71"
"1",156936000,157044330,"-","ARHGEF11"
"1",157092649,157099523,"-","ETV3L"
"1",157124841,157136352,"-","ETV3"
"1",157134080,157136352,"-","ETV3"
"1",157515675,157552362,"-","FCRL5"
"1",157575524,157597944,"-","FCRL4"
"1",157676712,157700489,"-","FCRL3"
"1",157678710,157700489,"-","FCRL3"
"1",157746736,157777073,"-","FCRL2"
"1",157796099,157820037,"-","FCRL1"
"1",157796161,157820037,"-","FCRL1"
"1",157831964,157841701,"-","CD5L"
"1",157993677,158095120,"+","KIRREL1"
"1",158181102,158184150,"+","CD1D"
"1",158254670,158257690,"+","CD1A"
"1",158290065,158293476,"+","CD1C"
"1",158328236,158331423,"-","CD1B"
"1",158353989,158356570,"+","CD1E"
"1",158353989,158356896,"+","CD1E"
"1",158398522,158399466,"-","OR10T2"
"1",158419928,158420866,"-","OR10K2"
"1",158465562,158466503,"+","OR10K1"
"1",158479878,158480885,"+","OR10R2"
"1",158547128,158548105,"-","OR6Y1"
"1",158562651,158563604,"-","OR6P1"
"1",158606439,158607380,"+","OR10Z1"
"1",158611264,158686517,"-","SPTA1"
"1",158699678,158700652,"-","OR6K2"
"1",158717168,158718115,"-","OR6K3"
"1",158754816,158755847,"+","OR6K6"
"1",158765744,158766682,"-","OR6N1"
"1",158776682,158777635,"-","OR6N2"
"1",158842154,158849237,"+","MNDA"
"1",158936911,158973766,"+","PYHIN1"
"1",158936911,158976727,"+","PYHIN1"
"1",159014681,159054901,"+","IFI16"
"1",159062692,159073499,"-","AIM2"
"1",159171766,159200922,"+","CADM3"
"1",159204960,159206450,"+","ACKR1"
"1",159205434,159206450,"+","ACKR1"
"1",159302365,159307932,"+","FCER1A"
"1",159313670,159314659,"-","OR10J3"
"1",159439759,159440721,"+","OR10J1"
"1",159439792,159440721,"+","OR10J1"
"1",159535078,159536007,"-","OR10J5"
"1",159587922,159588708,"+","APCS"
"1",159713525,159714485,"-","CRP"
"1",159781101,159782338,"+","DUSP23"
"1",159800598,159815582,"+","FCRL6"
"1",159802425,159815661,"+","FCRL6"
"1",159826899,159835260,"+","SLAMF8"
"1",159854753,159862521,"-","VSIG8"
"1",159872485,159900098,"-","CFAP45"
"1",159918800,159920509,"-","TAGLN2"
"1",159918800,159923470,"-","TAGLN2"
"1",159927345,159943454,"-","IGSF9"
"1",159951661,159954137,"-","SLAMF9"
"1",160030468,160031739,"-","PIGM"
"1",160041393,160042532,"-","KCNJ10"
"1",160084031,160087817,"+","KCNJ9"
"1",160091823,160098472,"-","IGSF8"
"1",160115862,160141322,"+","ATP1A2"
"1",160152041,160186699,"+","ATP1A4"
"1",160177521,160186699,"+","ATP1A4"
"1",160190752,160201376,"+","CASQ1"
"1",160208605,160213486,"+","PEA15"
"1",160211545,160213486,"+","PEA15"
"1",160217592,160244008,"-","DCAF8"
"1",160279551,160285124,"-","PEX19"
"1",160290157,160343170,"-","COPA"
"1",160343397,160358271,"+","NCSTN"
"1",160370732,160371133,"+","NHLH1"
"1",160415838,160425378,"+","VANGL2"
"1",160486707,160523192,"-","SLAMF6"
"1",160548256,160579437,"-","CD84"
"1",160549921,160579437,"-","CD84"
"1",160610748,160646945,"-","SLAMF1"
"1",160610765,160646945,"-","SLAMF1"
"1",160679052,160711763,"-","CD48"
"1",160681095,160711763,"-","CD48"
"1",160739302,160753164,"+","SLAMF7"
"1",160739302,160753177,"+","SLAMF7"
"1",160796188,160801917,"+","LY9"
"1",160796188,160827816,"+","LY9"
"1",160831347,160862677,"-","CD244"
"1",160876664,160884877,"-","ITLN1"
"1",160945140,160954741,"-","ITLN2"
"1",160998871,161021073,"-","F11R"
"1",161037775,161038889,"-","TSTD1"
"1",161037879,161038889,"-","TSTD1"
"1",161039920,161043275,"-","USF1"
"1",161047715,161069624,"-","ARHGAP30"
"1",161072661,161089296,"-","NECTIN4"
"1",161098536,161099758,"+","KLHDC9"
"1",161098536,161100224,"+","KLHDC9"
"1",161100683,161118026,"-","PFDN2"
"1",161118177,161120765,"+","NIT1"
"1",161118177,161124155,"+","NIT1"
"1",161118499,161120765,"+","NIT1"
"1",161119144,161120765,"+","NIT1"
"1",161122147,161124462,"-","DEDD"
"1",161153998,161158492,"+","UFC1"
"1",161160641,161165447,"+","USP21"
"1",161166848,161171176,"+","PPOX"
"1",161171816,161176060,"-","B4GALT3"
"1",161191138,161198627,"-","ADAMTS4"
"1",161202386,161213941,"+","NDUFS2"
"1",161202386,161214193,"+","NDUFS2"
"1",161215322,161218943,"+","FCER1G"
"1",161222405,161223401,"-","APOA2"
"1",161226490,161229095,"+","TOMM40L"
"1",161229682,161236565,"-","NR1I3"
"1",161229682,161238060,"-","NR1I3"
"1",161229797,161236565,"-","NR1I3"
"1",161229797,161238060,"-","NR1I3"
"1",161258975,161284481,"+","PCP4L1"
"1",161305876,161309905,"-","MPZ"
"1",161314406,161362433,"+","SDHC"
"1",161314406,161362540,"+","SDHC"
"1",161364965,161367868,"-","CFAP126"
"1",161505468,161518148,"+","FCGR2A"
"1",161524659,161526590,"+","HSPA6"
"1",161543012,161549736,"-","FCGR3A"
"1",161543012,161550051,"-","FCGR3A"
"1",161624515,161630377,"-","FCGR3B"
"1",161624515,161631094,"-","FCGR3B"
"1",161663242,161677553,"+","FCGR2B"
"1",161707214,161713380,"+","FCRLA"
"1",161722673,161727313,"+","FCRLB"
"1",161722673,161727483,"+","FCRLB"
"1",161722673,161727662,"+","FCRLB"
"1",161749802,161756947,"+","DUSP12"
"1",161766361,161958654,"+","ATF6"
"1",161983675,162023430,"-","OLFML2B"
"1",162070178,162367467,"+","NOS1AP"
"1",162365350,162367467,"+","NOS1AP"
"1",162374048,162376790,"-","SPATA46"
"1",162378914,162383683,"+","C1orf226"
"1",162381902,162383683,"+","C1orf226"
"1",162397280,162412016,"-","SH2D1B"
"1",162497251,162522550,"+","UHMK1"
"1",162498001,162522414,"+","UHMK1"
"1",162498001,162522550,"+","UHMK1"
"1",162566069,162599363,"+","UAP1"
"1",162719064,162780246,"+","DDR2"
"1",162790801,162797831,"+","HSD17B7"
"1",162790801,162812420,"+","HSD17B7"
"1",162854765,162859646,"-","CCDC190"
"1",163068935,163074560,"+","RGS4"
"1",163069485,163074391,"+","RGS4"
"1",163069485,163074560,"+","RGS4"
"1",163072405,163074560,"+","RGS4"
"1",163147342,163152609,"-","RGS5"
"1",163147342,163202835,"-","RGS5"
"1",163326052,163355469,"+","NUF2"
"1",164559823,164821583,"+","PBX1"
"1",164559823,164846676,"+","PBX1"
"1",164559823,164849402,"+","PBX1"
"1",165203880,165355559,"-","LMX1A"
"1",165401263,165419942,"-","RXRG"
"1",165401263,165444893,"-","RXRG"
"1",165544297,165563824,"+","LRRC52"
"1",165649848,165655504,"+","MGST3"
"1",165663050,165698558,"-","ALDH9A1"
"1",165728023,165768904,"-","TMCO1"
"1",165827834,165907823,"+","UCK2"
"1",165885344,165907823,"+","UCK2"
"1",166070241,166166248,"-","FAM78B"
"1",166840957,166850409,"+","POGK"
"1",166857567,166876233,"-","TADA1"
"1",166919355,166975268,"-","ILDR2"
"1",166989353,167021855,"+","MAEL"
"1",166989773,167021855,"+","MAEL"
"1",167054334,167090287,"-","GPA33"
"1",167094850,167128608,"+","DUSP27"
"1",167220898,167415810,"+","POU2F1"
"1",167329279,167415810,"+","POU2F1"
"1",167431681,167518465,"-","CD247"
"1",167542298,167553741,"-","CREG1"
"1",167630424,167704696,"+","RCSD1"
"1",167722152,167787844,"+","MPZL1"
"1",167722152,167787921,"+","MPZL1"
"1",167809678,167899605,"-","ADCY10"
"1",167809678,167901821,"-","ADCY10"
"1",167809678,167905140,"-","ADCY10"
"1",167918323,167935841,"-","MPC2"
"1",167936912,168075435,"+","DCAF6"
"1",168085531,168097210,"-","GPR161"
"1",168085531,168104850,"-","GPR161"
"1",168085531,168134921,"-","GPR161"
"1",168085531,168136396,"-","GPR161"
"1",168085531,168137396,"-","GPR161"
"1",168085531,168137421,"-","GPR161"
"1",168179078,168192228,"+","TIPRL"
"1",168179078,168200046,"+","TIPRL"
"1",168226080,168242540,"+","SFT2D2"
"1",168281091,168313002,"+","TBX19"
"1",168540952,168543964,"-","XCL2"
"1",168576638,168581220,"+","XCL1"
"1",168696549,168729174,"-","DPT"
"1",169106830,169131555,"+","ATP1B1"
"1",169132785,169324395,"-","NME7"
"1",169132785,169367710,"-","NME7"
"1",169369523,169377036,"+","BLZF1"
"1",169369523,169387182,"+","BLZF1"
"1",169395047,169424927,"-","CCDC181"
"1",169465849,169485766,"-","SLC19A2"
"1",169514313,169586386,"-","F5"
"1",169590148,169630074,"-","SELP"
"1",169691784,169711537,"-","SELL"
"1",169725744,169733612,"-","SELE"
"1",169792577,169793695,"-","METTL18"
"1",169795103,169804168,"+","C1orf112"
"1",169800906,169804248,"+","C1orf112"
"1",169800906,169852987,"+","C1orf112"
"1",169827172,169852987,"+","C1orf112"
"1",169853713,169888840,"-","SCYL3"
"1",169921676,170041761,"-","KIFAP3"
"1",169921676,170055348,"-","KIFAP3"
"1",169921676,170074467,"-","KIFAP3"
"1",170146108,170167757,"+","METTL11B"
"1",170532149,170544849,"+","GORAB"
"1",170532149,170552462,"+","GORAB"
"1",170664219,170730331,"+","PRRX1"
"1",170664219,170736186,"+","PRRX1"
"1",170945557,170998400,"+","MROH9"
"1",170945557,171064340,"+","MROH9"
"1",171092659,171117442,"+","FMO3"
"1",171185714,171209145,"+","FMO2"
"1",171258088,171285544,"+","FMO1"
"1",171319826,171341839,"+","FMO4"
"1",171512089,171591847,"+","PRRC2C"
"1",171635925,171652611,"-","MYOC"
"1",171704506,171738414,"-","VAMP4"
"1",171781968,171796756,"+","METTL13"
"1",171783845,171796756,"+","METTL13"
"1",171841657,172132897,"+","DNM3"
"1",171841657,172407841,"+","DNM3"
"1",172420886,172468594,"+","C1orf105"
"1",172441729,172442622,"-","PIGC"
"1",172453022,172468594,"+","C1orf105"
"1",172532473,172610259,"+","SUCO"
"1",172533436,172610259,"+","SUCO"
"1",172588791,172610259,"+","SUCO"
"1",172659202,172664369,"+","FASLG"
"1",172659202,172666016,"+","FASLG"
"1",173041367,173050962,"-","TNFSF18"
"1",173186516,173205313,"-","TNFSF4"
"1",173186516,173207176,"-","TNFSF4"
"1",173477398,173487863,"+","PRDX6"
"1",173501094,173601776,"-","SLC9C2"
"1",173610145,173659418,"-","ANKRD45"
"1",173635522,173637036,"+","TEX50"
"1",173716044,173785247,"+","KLHL20"
"1",173800448,173811299,"-","CENPL"
"1",173825230,173857705,"+","DARS2"
"1",173870226,173873629,"+","ZBTB37"
"1",173870226,173885639,"+","ZBTB37"
"1",173870226,173886124,"+","ZBTB37"
"1",173903889,173917259,"-","SERPINC1"
"1",173938721,173992985,"-","RC3H1"
"1",174219158,174957905,"+","RABGAP1L"
"1",174448112,174449197,"+","GPR52"
"1",174800333,174990001,"+","RABGAP1L"
"1",174877495,174957905,"+","RABGAP1L"
"1",174877495,174990001,"+","RABGAP1L"
"1",174964947,174990001,"+","RABGAP1L"
"1",175000181,175010079,"+","CACYBP"
"1",175004728,175010079,"+","CACYBP"
"1",175014669,175023408,"-","MRPS14"
"1",175077419,175147071,"+","TNN"
"1",175160714,175161013,"-","KIAA0040"
"1",175323357,175406714,"-","TNR"
"1",175945153,176206978,"-","COP1"
"1",176556323,176690483,"+","PAPPA2"
"1",176556323,176842454,"+","PAPPA2"
"1",176857611,177164676,"-","ASTN1"
"1",176864284,177164676,"-","ASTN1"
"1",176868840,177164676,"-","ASTN1"
"1",177229877,177281528,"+","BRINP2"
"1",177929858,177967981,"-","SEC16B"
"1",177946320,177967981,"-","SEC16B"
"1",178094493,178473239,"+","RASAL2"
"1",178341596,178473239,"+","RASAL2"
"1",178513189,178521724,"+","TEX35"
"1",178513189,178522440,"+","TEX35"
"1",178513189,178523339,"+","TEX35"
"1",178776765,178916359,"+","RALGPS2"
"1",178851129,178865776,"-","ANGPTL1"
"1",179043848,179072144,"+","FAM20B"
"1",179082129,179095218,"+","TOR3A"
"1",179107718,179143044,"-","ABL2"
"1",179107718,179229397,"-","ABL2"
"1",179110805,179229397,"-","ABL2"
"1",179302685,179353641,"+","SOAT1"
"1",179302800,179353641,"+","SOAT1"
"1",179335524,179353641,"+","SOAT1"
"1",179366510,179554519,"+","AXDND1"
"1",179551173,179575864,"-","NPHS2"
"1",179592616,179690943,"+","TDRD5"
"1",179813098,179814189,"+","FAM163A"
"1",179846071,179852665,"-","TOR1AIP2"
"1",179864781,179865176,"-","TOR1AIP2"
"1",179882503,179918239,"+","TOR1AIP1"
"1",179986182,180111161,"+","CEP350"
"1",180154908,180197037,"+","QSOX1"
"1",180154908,180197341,"+","QSOX1"
"1",180230530,180274579,"+","LHX4"
"1",180288363,180502266,"-","ACBD6"
"1",180632202,180884066,"+","XPR1"
"1",180913244,180945588,"+","KIAA1614"
"1",180976570,180993422,"-","STX6"
"1",180976570,181022673,"-","STX6"
"1",181034008,181055265,"+","MR1"
"1",181088903,181089886,"+","IER5"
"1",181483745,181798834,"+","CACNA1E"
"1",182056304,182058010,"-","ZNF648"
"1",182384405,182388737,"-","GLUL"
"1",182399664,182400485,"-","TEDDM1"
"1",182450166,182556057,"+","RGSL1"
"1",182575392,182586806,"-","RNASEL"
"1",182600292,182604259,"-","RGS16"
"1",182646735,182669649,"-","RGS8"
"1",182646735,182672824,"-","RGS8"
"1",182794372,182825820,"+","NPL"
"1",182794372,182828908,"+","NPL"
"1",182794372,182829679,"+","NPL"
"1",182806359,182828908,"+","NPL"
"1",182842567,182887434,"+","DHX9"
"1",182899983,182953133,"-","SHCBP1L"
"1",183023717,183142790,"+","LAMC1"
"1",183186353,183240399,"+","LAMC2"
"1",183186353,183243400,"+","LAMC2"
"1",183252641,183304739,"-","NMNAT2"
"1",183252641,183418267,"-","NMNAT2"
"1",183472621,183551931,"+","SMG7"
"1",183472621,183553201,"+","SMG7"
"1",183502276,183551931,"+","SMG7"
"1",183515939,183551931,"+","SMG7"
"1",183556118,183590329,"-","NCF2"
"1",183627532,183635659,"-","ARPC5"
"1",183647678,183648781,"-","APOBEC4"
"1",183742158,183926292,"+","RGL1"
"1",183805298,183926292,"+","RGL1"
"1",183938761,184037357,"-","COLGALT2"
"1",184051756,184072840,"+","TSEN15"
"1",184051756,184072847,"+","TSEN15"
"1",184051756,184072863,"+","TSEN15"
"1",184477510,184619556,"+","C1orf21"
"1",184694063,184754646,"-","EDEM3"
"1",184794977,184974356,"-","FAM129A"
"1",185087554,185100301,"+","RNF2"
"1",185120019,185156712,"-","TRMT1L"
"1",185160842,185290803,"+","SWT1"
"1",185298035,185309493,"-","IVNS1ABP"
"1",185734780,186189878,"+","HMCN1"
"1",186296876,186313778,"+","PRG4"
"1",186313971,186375028,"-","TPR"
"1",186379786,186419076,"+","ODR4"
"1",186401046,186401180,"+","OCLM"
"1",186443979,186446482,"-","PDC"
"1",186443979,186449459,"-","PDC"
"1",186674353,186680290,"-","PTGS2"
"1",186854355,186988508,"+","PLA2G4A"
"1",190098018,190454890,"-","BRINP3"
"1",192158638,192184554,"+","RGS18"
"1",192343037,192366124,"+","RGS21"
"1",192575793,192579322,"+","RGS1"
"1",192644335,192659523,"+","RGS13"
"1",192809072,192811596,"+","RGS2"
"1",193016351,193059260,"-","UCHL5"
"1",193018812,193059260,"-","UCHL5"
"1",193020343,193059260,"-","UCHL5"
"1",193069055,193084731,"+","TROVE2"
"1",193069055,193085002,"+","TROVE2"
"1",193069055,193091671,"+","TROVE2"
"1",193069055,193091685,"+","TROVE2"
"1",193076525,193084731,"+","TROVE2"
"1",193096625,193105382,"-","GLRX2"
"1",193096625,193105638,"-","GLRX2"
"1",193122201,193250712,"+","CDC73"
"1",193180294,193181562,"-","B3GALT2"
"1",196228224,196608309,"-","KCNT2"
"1",196652118,196701331,"+","CFH"
"1",196652118,196747313,"+","CFH"
"1",196774887,196793513,"+","CFHR3"
"1",196819845,196831999,"+","CFHR1"
"1",196888151,196918406,"+","CFHR4"
"1",196943881,196959080,"+","CFHR2"
"1",196977665,197008683,"+","CFHR5"
"1",197039378,197067223,"-","F13B"
"1",197084324,197146437,"-","ASPM"
"1",197159359,197200473,"-","ZBTB41"
"1",197268413,197477879,"+","CRB1"
"1",197328559,197477879,"+","CRB1"
"1",197510460,197775155,"-","DENND1B"
"1",197552981,197735637,"-","DENND1B"
"1",197552981,197775155,"-","DENND1B"
"1",197902650,197907220,"+","C1orf53"
"1",197912532,197929259,"+","LHX9"
"1",197917824,197929259,"+","LHX9"
"1",198232581,198319522,"+","NEK7"
"1",198523391,198540650,"-","ATP6V1G3"
"1",198529130,198540650,"-","ATP6V1G3"
"1",198639269,198694181,"+","PTPRC"
"1",198639269,198756181,"+","PTPRC"
"1",200027848,200174210,"+","NR5A2"
"1",200043788,200174210,"+","NR5A2"
"1",200407018,200409705,"-","ZNF281"
"1",200553388,200618723,"-","KIF14"
"1",200644254,200666740,"-","DDX59"
"1",200739828,200858059,"+","CAMSAP2"
"1",200873038,200874123,"+","GPR25"
"1",200898401,200913629,"+","INAVA"
"1",200973521,201023383,"-","KIF21B"
"1",200974095,201023383,"-","KIF21B"
"1",201039831,201112339,"-","CACNA1S"
"1",201114752,201115372,"-","ASCL5"
"1",201135663,201153923,"-","TMEM9"
"1",201193294,201228399,"+","IGFN1"
"1",201283703,201328836,"+","PKP1"
"1",201359210,201373254,"-","TNNT2"
"1",201381888,201399306,"-","LAD1"
"1",201410328,201417793,"-","TNNI1"
"1",201468403,201468786,"-","PHLDA3"
"1",201484713,201496303,"-","CSRP1"
"1",201648669,201819932,"+","NAV1"
"1",201740024,201819932,"+","NAV1"
"1",201829210,201876054,"+","IPO9"
"1",201888995,201891846,"+","SHISA4"
"1",201898372,201946340,"-","LMOD1"
"1",201955527,201969554,"+","TIMM17A"
"1",201982667,202005716,"+","RNPEP"
"1",202011137,202015323,"+","ELF3"
"1",202122964,202128556,"+","GPR37L1"
"1",202134467,202144572,"-","ARL8A"
"1",202134516,202144572,"-","ARL8A"
"1",202148606,202159519,"-","PTPN7"
"1",202148606,202160807,"-","PTPN7"
"1",202193990,202319207,"+","LGR6"
"1",202203820,202319207,"+","LGR6"
"1",202214155,202319207,"+","LGR6"
"1",202331835,202335754,"-","UBE2T"
"1",202348852,202437840,"+","PPP1R12B"
"1",202348852,202438114,"+","PPP1R12B"
"1",202348852,202580560,"+","PPP1R12B"
"1",202495470,202575136,"+","PPP1R12B"
"1",202495470,202580560,"+","PPP1R12B"
"1",202540140,202580560,"+","PPP1R12B"
"1",202596757,202605772,"-","SYT2"
"1",202729036,202808305,"-","KDM5B"
"1",202880978,202889098,"-","RABIF"
"1",202892533,202925162,"-","KLHL12"
"1",202941573,202951070,"-","ADIPOR1"
"1",202962527,202967205,"-","CYB5R1"
"1",203007466,203023040,"+","TMEM183A"
"1",203083910,203085961,"-","MYOG"
"1",203128842,203165900,"+","ADORA1"
"1",203168659,203175755,"-","MYBPH"
"1",203179445,203186623,"-","CHI3L1"
"1",203216889,203229636,"-","CHIT1"
"1",203305607,203307438,"+","BTG2"
"1",203342343,203348270,"-","FMOD"
"1",203483185,203486881,"+","PRELP"
"1",203496006,203503720,"+","OPTC"
"1",203683206,203739571,"+","ATP2B4"
"1",203683206,203739854,"+","ATP2B4"
"1",203765343,203774681,"+","LAX1"
"1",203765566,203774681,"+","LAX1"
"1",203797523,203800462,"+","ZBED6"
"1",203817071,203852399,"+","ZC3H11A"
"1",203861660,203869932,"+","SNRPE"
"1",204112916,204126134,"+","SOX13"
"1",204132184,204151852,"-","ETNK2"
"1",204134524,204151852,"-","ETNK2"
"1",204155016,204166293,"-","REN"
"1",204190484,204192876,"-","KISS1"
"1",204198458,204213906,"-","GOLT1A"
"1",204223470,204273727,"-","PLEKHA6"
"1",204406092,204411411,"-","PPP1R15B"
"1",204424852,204469802,"-","PIK3C2B"
"1",204525519,204538288,"+","MDM4"
"1",204525519,204546804,"+","MDM4"
"1",204525519,204549682,"+","MDM4"
"1",204617851,204619992,"-","LRRN2"
"1",204944316,204976824,"+","NFASC"
"1",204944316,205016539,"+","NFASC"
"1",205053186,205073765,"+","CNTN2"
"1",205083553,205084320,"-","TMEM81"
"1",205088787,205121873,"-","RBBP5"
"1",205147558,205211535,"-","DSTYK"
"1",205228565,205272124,"+","TMCC2"
"1",205241532,205272124,"+","TMCC2"
"1",205246620,205272124,"+","TMCC2"
"1",205256390,205272124,"+","TMCC2"
"1",205257205,205272124,"+","TMCC2"
"1",205303450,205321760,"-","NUAK2"
"1",205337399,205343604,"-","KLHDC8A"
"1",205381658,205420536,"-","LEMD1"
"1",205381735,205420536,"-","LEMD1"
"1",205523168,205531378,"+","CDK18"
"1",205569070,205600461,"+","MFSD4A"
"1",205616546,205623882,"-","ELK4"
"1",205619828,205623882,"-","ELK4"
"1",205659234,205664656,"-","SLC45A3"
"1",205718280,205749973,"-","NUCKS1"
"1",205770342,205771633,"-","RAB29"
"1",205770342,205774956,"-","RAB29"
"1",205791533,205810441,"-","SLC41A1"
"1",205828620,205850072,"-","PM20D1"
"1",205914892,205935820,"-","SLC26A9"
"1",205915357,205935820,"-","SLC26A9"
"1",205978851,205994135,"-","RAB7B"
"1",206010140,206023791,"-","CTSE"
"1",206010183,206023791,"-","CTSE"
"1",206097829,206101952,"+","RHEX"
"1",206110189,206116890,"-","AVPR1B"
"1",206187279,206202025,"-","FAM72A"
"1",206187279,206203995,"-","FAM72A"
"1",206205971,206454156,"+","SRGAP2"
"1",206205971,206461420,"+","SRGAP2"
"1",206473228,206493961,"+","IKBKE"
"1",206473228,206496145,"+","IKBKE"
"1",206474892,206496145,"+","IKBKE"
"1",206507603,206586848,"+","RASSF5"
"1",206507603,206586978,"+","RASSF5"
"1",206557574,206586978,"+","RASSF5"
"1",206591775,206612342,"-","EIF2D"
"1",206635704,206648965,"+","DYRK3"
"1",206636952,206648965,"+","DYRK3"
"1",206685230,206732091,"+","MAPKAPK2"
"1",206685230,206732718,"+","MAPKAPK2"
"1",206768636,206772435,"-","IL10"
"1",206798895,206842622,"+","IL19"
"1",206836663,206842622,"+","IL19"
"1",206865853,206868564,"+","IL20"
"1",206897833,206902985,"+","IL24"
"1",206897833,206903059,"+","IL24"
"1",206905019,206921854,"-","FCMR"
"1",206905140,206921854,"-","FCMR"
"1",206930318,206940531,"-","PIGR"
"1",206958516,206970125,"-","FCAMR"
"1",206958650,206970125,"-","FCAMR"
"1",207021958,207023025,"-","C1orf116"
"1",207021958,207027598,"-","C1orf116"
"1",207049020,207051030,"-","YOD1"
"1",207049020,207052235,"-","YOD1"
"1",207054718,207072371,"+","PFKFB2"
"1",207054718,207079019,"+","PFKFB2"
"1",207089532,207099929,"+","C4BPB"
"1",207113026,207144717,"+","C4BPA"
"1",207321766,207340644,"+","CD55"
"1",207321766,207354080,"+","CD55"
"1",207321766,207359610,"+","CD55"
"1",207321766,207359669,"+","CD55"
"1",207454419,207485554,"+","CR2"
"1",207496268,207639409,"+","CR1"
"1",207645234,207723685,"+","CR1L"
