#ccds	gene	gene_id	ccds_status	attribute
CCDS42150.1	SEPHS2	22928	Public	Contains selenocysteine
CCDS42174.3	CES4A	283848	Public	CDS uses downstream AUG
CCDS42176.1	NOL3	8996	Public	CDS uses downstream AUG
CCDS42238.1	MYBBP1A	10514	Public	Inferred exon combination
CCDS42249.1	ACADVL	37	Public	CDS uses downstream AUG
CCDS42265.1	TBC1D26	353149	Public	Nonsense-mediated decay (NMD) candidate
CCDS42364.2	C17orf67	339210	Public	CDS uses downstream AUG
CCDS42382.1	PRCD	768206	Public	Nonsense-mediated decay (NMD) candidate
CCDS42397.1	SLC38A10	124565	Public	Inferred exon combination
CCDS42457.1	GPX4	2879	Public	Contains selenocysteine
CCDS42493.1	ANGPTL4	51129	Public	Inferred exon combination
CCDS42564.1	MAP4K1	11184	Public	Inferred exon combination
CCDS42575.1	BCAM	4059	Public	Nonsense-mediated decay (NMD) candidate
CCDS42581.1	STRN4	29888	Public	Nonsense-mediated decay (NMD) candidate
CCDS42612.1	LILRB2	10288	Public	CDS uses downstream AUG
CCDS42614.1	LILRB1	10859	Public	CDS uses downstream AUG
CCDS42615.1	LILRB1	10859	Public	CDS uses downstream AUG
CCDS42616.1	LILRB1	10859	Public	CDS uses downstream AUG
CCDS42617.1	LILRB1	10859	Public	CDS uses downstream AUG
CCDS42618.1	LILRB4	11006	Public	CDS uses downstream AUG
CCDS42630.1	COX6B2	125965	Public	Nonsense-mediated decay (NMD) candidate
CCDS42642.1	ZNF418	147686	Public	Nonsense-mediated decay (NMD) candidate
CCDS42769.1	XIRP2	129446	Public	Inferred exon combination
CCDS42779.1	OLA1	29789	Public	CDS uses downstream AUG
CCDS42803.1	CTLA4	1493	Public	Inferred exon combination
CCDS42824.1	SPEG	10290	Public	Inferred exon combination
CCDS42872.2	FAM83D	81610	Public	CDS uses downstream AUG
CCDS42878.1	PABPC1L	80336	Public	Inferred exon combination
CCDS42981.1	TXNRD2	10587	Public	Contains selenocysteine
CCDS42981.1	TXNRD2	10587	Public	Nonsense-mediated decay (NMD) candidate
CCDS43003.1	SELENOM	140606	Public	Contains selenocysteine
CCDS43027.1	SMC1B	27127	Public	Inferred exon combination
CCDS43034.1	SELENOO	83642	Public	Contains selenocysteine
CCDS43091.1	GPX1	2876	Public	Contains selenocysteine
CCDS43113.2	CRYBG3	131544	Public	Inferred exon combination
CCDS43133.1	USF3	205717	Public	Inferred exon combination
CCDS43136.1	NR1I2	8856	Public	Non-AUG initiation codon
CCDS43311.1	SELENOP	6414	Public	Contains selenocysteine
CCDS43353.1	FAM170A	340069	Public	Nonsense-mediated decay (NMD) candidate
CCDS43376.1	HMHB1	57824	Public	Non-AUG initiation codon
CCDS43389.1	GPX3	2878	Public	Contains selenocysteine
CCDS43419.1	C6orf201	404220	Public	Nonsense-mediated decay (NMD) candidate
CCDS43432.1	GPX6	257202	Public	Contains selenocysteine
CCDS43446.1	TCF19	6941	Public	Inferred exon combination
CCDS43467.2	RUNX2	860	Public	CDS uses downstream AUG
CCDS43467.2	RUNX2	860	Public	Inferred exon combination
CCDS43468.2	RUNX2	860	Public	CDS uses downstream AUG
CCDS43468.2	RUNX2	860	Public	Inferred exon combination
CCDS43476.1	BEND6	221336	Public	Inferred exon combination
CCDS43489.1	METTL24	728464	Public	Inferred exon combination
CCDS43493.2	HDAC2	3066	Public	CDS uses downstream AUG
CCDS43501.1	TBC1D32	221322	Public	Inferred exon combination
CCDS43505.1	SOGA3	387104	Public	Nonsense-mediated decay (NMD) candidate
CCDS43622.1	PILRB	29990	Public	CDS uses downstream AUG
CCDS43627.1	POLR2J2	246721	Public	Nonsense-mediated decay (NMD) candidate
CCDS43700.1	SPAG11A	653423	Public	CDS uses downstream AUG
CCDS43828.1	ANKRD20A4	728747	Public	Inferred exon combination
CCDS43850.1	C9orf129	445577	Public	Inferred exon combination
CCDS43896.1	CEL	1056	Public	Inferred exon combination
CCDS43945.1	GAGE12E	729431	Public	Inferred exon combination
CCDS44023.1	G6PD	2539	Public	CDS uses downstream AUG
CCDS44029.1	BPY2B	442867	Public	Nonsense-mediated decay (NMD) candidate
CCDS44030.1	BPY2C	442868	Public	Nonsense-mediated decay (NMD) candidate
CCDS44134.1	MKNK1	8569	Reviewed, update pending	CDS uses downstream AUG
CCDS44145.1	OSBPL9	114883	Public	CDS uses downstream AUG
CCDS44180.1	NTNG1	22854	Public	Inferred exon combination
CCDS44240.1	PKLR	5313	Public	CDS uses downstream AUG
CCDS44257.1	TSTD1	100131187	Public	CDS uses downstream AUG
CCDS44258.1	TSTD1	100131187	Public	CDS uses downstream AUG
CCDS44287.1	PRG4	10216	Public	Inferred exon combination
CCDS44288.1	PRG4	10216	Public	Inferred exon combination
CCDS44308.1	CR1	1378	Public	CDS uses downstream AUG
CCDS44309.1	CR1	1378	Public	CDS uses downstream AUG
CCDS44333.1	TRIM67	440730	Public	Inferred exon combination
CCDS44357.1	USP6NL	9712	Public	Inferred exon combination
CCDS44388.2	DRGX	644168	Public	Inferred exon combination
CCDS44400.1	PCDH15	65217	Public	Inferred exon combination
CCDS44401.1	PCDH15	65217	Public	Inferred exon combination
CCDS44403.1	PCDH15	65217	Public	Inferred exon combination
CCDS44404.1	PCDH15	65217	Public	Inferred exon combination
CCDS44429.1	CDH23	64072	Public	CDS uses downstream AUG
CCDS44461.1	TCTN3	26123	Public	CDS uses downstream AUG
CCDS44468.1	ANKRD2	26287	Public	CDS uses downstream AUG
CCDS44485.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS44486.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS44487.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS44488.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS44489.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS44494.1	JAKMIP3	282973	Public	Nonsense-mediated decay (NMD) candidate
CCDS44497.1	PWWP2B	170394	Public	Inferred exon combination
CCDS44513.1	MUC6	4588	Public	Inferred exon combination
CCDS44515.2	MUC5B	727897	Public	Inferred exon combination
CCDS44528.1	OR52N4	390072	Public	Polymorphic pseudogene
CCDS44532.1	DNHD1	144132	Public	Inferred exon combination
CCDS44539.1	MRVI1	10335	Public	Non-AUG initiation codon
CCDS44547.1	KCNC1	3746	Public	Inferred exon combination
CCDS44556.1	MUC15	143662	Public	CDS uses downstream AUG
CCDS44557.1	MUC15	143662	Public	CDS uses downstream AUG
CCDS44561.1	WT1	7490	Under review, update	Non-AUG initiation codon
CCDS44562.1	WT1	7490	Under review, update	Non-AUG initiation codon
CCDS44596.1	PTPRJ	5795	Public	CDS uses downstream AUG
CCDS44599.2	SMTNL1	219537	Public	Inferred exon combination
CCDS44601.1	TMX2	51075	Public	CDS uses downstream AUG
CCDS44602.1	SELENOH	280636	Public	Contains selenocysteine
CCDS44629.1	NXF1	10482	Public	Nonsense-mediated decay (NMD) candidate
CCDS44636.1	C11orf95	65998	Public	Inferred exon combination
CCDS44640.1	NUDT22	84304	Public	CDS uses downstream AUG
CCDS44656.1	C11orf86	254439	Public	CDS uses downstream AUG
CCDS44670.1	PDE2A	5138	Public	Inferred exon combination
CCDS44704.1	UBTFL1	642623	Public	Inferred exon combination
CCDS44718.1	CASP5	838	Public	Inferred exon combination
CCDS44720.1	CASP5	838	Public	Inferred exon combination
CCDS44732.1	PLET1	349633	Public	Inferred exon combination
CCDS44821.1	PTPN6	5777	Public	Nonsense-mediated decay (NMD) candidate
CCDS44825.1	ACSM4	341392	Public	Inferred exon combination
CCDS44873.1	KMT2D	8085	Public	Inferred exon combination
CCDS44878.1	FAM186A	121006	Public	Inferred exon combination
CCDS44983.1	CFAP73	387885	Public	Inferred exon combination
CCDS45001.1	LRRC43	254050	Public	Inferred exon combination
CCDS45009.2	TMEM132C	92293	Public	Inferred exon combination
CCDS45019.1	GTF3A	2971	Public	Non-AUG initiation codon
CCDS45020.1	URAD	646625	Public	Inferred exon combination
CCDS45024.1	N4BP2L2	10443	Public	Inferred exon combination
CCDS45028.1	CCDC169	728591	Public	Inferred exon combination
CCDS45042.1	COG6	57511	Public	CDS uses downstream AUG
CCDS45051.1	CNMD	11061	Public	CDS uses downstream AUG
CCDS45094.2	HEATR5A	25938	Public	Inferred exon combination
CCDS45098.3	MDGA2	161357	Public	CDS uses downstream AUG
CCDS45133.1	DPF3	8110	Public	Nonsense-mediated decay (NMD) candidate
CCDS45146.1	DIO2	1734	Public	Contains selenocysteine
CCDS45177.1	AHNAK2	113146	Public	Inferred exon combination
CCDS45184.1	GOLGA6L6	727832	Public	Inferred exon combination
CCDS45199.1	TJP1	7082	Public	Inferred exon combination
CCDS45315.1	SH2D7	646892	Public	Inferred exon combination
CCDS45326.1	GOLGA6L9	440295	Public	Inferred exon combination
CCDS45396.1	NAA60	79903	Public	Nonsense-mediated decay (NMD) candidate
CCDS45404.2	C16orf89	146556	Public	CDS uses downstream AUG
CCDS45417.2	SHISA9	729993	Public	CDS uses downstream AUG
CCDS45418.2	SHISA9	729993	Public	CDS uses downstream AUG
CCDS45440.1	METTL9	51108	Public	CDS uses downstream AUG
CCDS45462.2	FBRS	64319	Public	Inferred exon combination
CCDS45524.1	HP	3240	Public	CDS uses downstream AUG
CCDS45525.1	HP	3240	Public	CDS uses downstream AUG
CCDS45537.1	USP10	9100	Public	CDS uses downstream AUG
CCDS45605.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS45606.1	TP53	7157	Public	Nonsense-mediated decay (NMD) candidate
CCDS45619.1	CDRT1	374286	Public	Inferred exon combination
CCDS45634.2	SEBOX	645832	Public	Inferred exon combination
CCDS45638.1	SEZ6	124925	Public	Inferred exon combination
CCDS45653.1	TBC1D3H	729877	Public	Inferred exon combination
CCDS45664.1	ARL5C	390790	Public	Inferred exon combination
CCDS45743.1	SEPT4	5414	Public	Nonsense-mediated decay (NMD) candidate
CCDS45880.1	ZCCHC2	54877	Public	Inferred exon combination
CCDS45925.1	ANKRD24	170961	Public	Inferred exon combination
CCDS45942.1	MBD3L5	284428	Public	Inferred exon combination
CCDS45958.1	DNMT1	1786	Public	CDS uses downstream AUG
CCDS46020.1	CERS1	10715	Public	Nonsense-mediated decay (NMD) candidate
CCDS46072.1	SUPT5H	6829	Public	Inferred exon combination
CCDS46075.1	DYRK1B	9149	Public	Inferred exon combination
CCDS46133.2	ZNF541	84215	Public	Inferred exon combination
CCDS46143.1	PRR12	57479	Public	Inferred exon combination
CCDS46150.1	SIGLEC11	114132	Public	CDS uses downstream AUG
CCDS46202.1	GALP	85569	Public	Nonsense-mediated decay (NMD) candidate
CCDS46227.1	ATAD2B	54454	Public	Inferred exon combination
CCDS46240.1	SELENOI	85465	Public	Contains selenocysteine
CCDS46343.1	DCTN1	1639	Public	Inferred exon combination
CCDS46348.1	DNAH6	1768	Public	Inferred exon combination
CCDS46439.1	GCG	2641	Public	CDS uses downstream AUG
CCDS46452.1	SP3	6670	Public	Non-AUG initiation codon
CCDS46453.1	SP9	100131390	Public	Inferred exon combination
CCDS46504.1	UNC80	285175	Public	Inferred exon combination
CCDS46562.1	SNED1	25992	Public	Inferred exon combination
CCDS46578.1	CRLS1	54675	Public	Inferred exon combination
CCDS46659.1	MICAL3	57553	Public	Inferred exon combination
CCDS46706.1	DDX17	10521	Public	Non-AUG initiation codon
CCDS46741.1	SETD5	55209	Public	Inferred exon combination
CCDS46775.1	RARB	5915	Public	CDS uses downstream AUG
CCDS46876.1	EPHA6	285220	Public	Inferred exon combination
CCDS46894.1	PARP14	54625	Public	Inferred exon combination
CCDS46936.1	SELENOT	51714	Public	Contains selenocysteine
CCDS46951.1	LRRIQ4	344657	Public	Inferred exon combination
CCDS47006.1	TBC1D14	57533	Public	Inferred exon combination
CCDS47009.1	PSAPL1	768239	Public	Polymorphic pseudogene
CCDS47061.1	PAICS	10606	Public	CDS uses downstream AUG
CCDS47083.1	BMP2K	55589	Public	Inferred exon combination
CCDS47161.1	DDX60L	91351	Public	Inferred exon combination
CCDS47205.1	MOCS2	4338	Public	Nonsense-mediated decay (NMD) candidate
CCDS47209.1	IL6ST	3572	Public	Nonsense-mediated decay (NMD) candidate
CCDS47215.1	ZSWIM6	57688	Public	Inferred exon combination
CCDS47240.1	DHFR	1719	Public	CDS uses downstream AUG
CCDS47259.1	PRDM6	93166	Public	Inferred exon combination
CCDS47281.1	PCDHA6	56142	Public	CDS uses downstream AUG
CCDS47282.1	PCDHA6	56142	Public	CDS uses downstream AUG
CCDS47285.1	PCDHA12	56137	Public	CDS uses downstream AUG
CCDS47363.1	SLC22A23	63027	Public	Inferred exon combination
CCDS47371.1	C6orf52	347744	Public	Inferred exon combination
CCDS47398.2	POU5F1	5460	Public	Non-AUG initiation codon
CCDS47414.1	TEAD3	7005	Public	Non-AUG initiation codon
CCDS47428.1	C6orf132	647024	Public	Inferred exon combination
CCDS47432.1	VEGFA	7422	Public	Non-AUG initiation codon
CCDS47433.1	VEGFA	7422	Public	Non-AUG initiation codon
CCDS47434.1	VEGFA	7422	Public	Non-AUG initiation codon
CCDS47435.1	VEGFA	7422	Public	Non-AUG initiation codon
CCDS47508.1	OPRM1	4988	Public	CDS uses downstream AUG
CCDS47514.1	TCP10L2	401285	Public	Inferred exon combination
CCDS47536.1	DAGLB	221955	Public	CDS uses downstream AUG
CCDS47552.1	PRPS1L1	221823	Public	Non-AUG initiation codon
CCDS47595.1	ERV3-1	2086	Public	Endogenous retrovirus
CCDS47632.1	KIAA1324L	222223	Public	Inferred exon combination
CCDS47644.1	PON2	5445	Public	CDS uses downstream AUG
CCDS47663.2	ZAN	7455	Public	Polymorphic pseudogene
CCDS47664.2	ZAN	7455	Public	Polymorphic pseudogene
CCDS47673.1	POLR2J3	548644	Public	Nonsense-mediated decay (NMD) candidate
CCDS47693.1	LMOD2	442721	Public	Inferred exon combination
CCDS47721.1	SVOPL	136306	Public	Inferred exon combination
CCDS47733.1	CASP2	835	Public	Nonsense-mediated decay (NMD) candidate
CCDS47741.1	ZNF862	643641	Public	Inferred exon combination
CCDS47749.2	ASB10	136371	Public	CDS uses downstream AUG
CCDS47750.2	ASB10	136371	Public	CDS uses downstream AUG
CCDS47774.1	SPAG11B	10407	Public	CDS uses downstream AUG
CCDS47826.2	R3HCC1	203069	Public	Non-AUG initiation codon
CCDS47832.1	CLU	1191	Public	CDS uses downstream AUG
CCDS47880.1	ZBTB10	65986	Public	Inferred exon combination
CCDS47970.1	SPATA31A5	727905	Public	Inferred exon combination
CCDS47982.1	PRUNE2	158471	Public	Inferred exon combination
CCDS48004.1	SVEP1	79987	Public	Inferred exon combination
CCDS48023.1	ZBTB34	403341	Public	CDS uses downstream AUG
CCDS48030.1	PIP5KL1	138429	Public	Inferred exon combination
CCDS48054.1	SOHLH1	402381	Public	Inferred exon combination
CCDS48070.1	PNPLA7	375775	Public	Inferred exon combination
CCDS48106.1	MAGIX	79917	Public	Inferred exon combination
CCDS48116.1	MAGED4	728239	Public	Inferred exon combination
CCDS48126.2	XAGE1B	653067	Public	CDS uses downstream AUG
CCDS48167.1	AIFM1	9131	Under review, withdrawal	Nonsense-mediated decay (NMD) candidate
CCDS48204.1	TSPY3	728137	Public	Inferred exon combination
CCDS53320.1	DIO1	1733	Public	Contains selenocysteine
CCDS53368.1	RIIAD1	284485	Public	Nonsense-mediated decay (NMD) candidate
CCDS53400.1	TSTD1	100131187	Public	CDS uses downstream AUG
CCDS53429.1	MROH9	80133	Public	Inferred exon combination
CCDS53460.1	NFASC	23114	Public	CDS uses downstream AUG
CCDS53461.1	NFASC	23114	Public	CDS uses downstream AUG
CCDS53462.1	NFASC	23114	Public	CDS uses downstream AUG
CCDS53542.1	DUSP13	51207	Public	Nonsense-mediated decay (NMD) candidate
CCDS53584.1	FGFR2	2263	Public	CDS uses downstream AUG
CCDS53663.1	ACTN3	89	Public	Polymorphic pseudogene
CCDS53677.1	KRTAP5-9	3846	Public	CDS uses downstream AUG
CCDS53814.1	TBC1D15	64786	Public	CDS uses downstream AUG
CCDS53820.1	TXNRD1	7296	Public	Contains selenocysteine
CCDS53821.1	TXNRD1	7296	Public	Contains selenocysteine
CCDS53823.1	TXNRD1	7296	Public	Contains selenocysteine
CCDS53826.1	MYO1H	283446	Public	Inferred exon combination
CCDS53835.1	TESC	54997	Public	CDS uses downstream AUG
CCDS53880.1	DAOA	267012	Public	Nonsense-mediated decay (NMD) candidate
CCDS53935.1	STARD9	57519	Public	Inferred exon combination
CCDS53964.1	CHRNA3	1136	Public	CDS uses downstream AUG
CCDS53979.1	SELENOS	55829	Public	Contains selenocysteine
CCDS53986.1	C16orf96	342346	Public	Inferred exon combination
CCDS54016.1	TK2	7084	Public	CDS uses downstream AUG
CCDS54017.1	TK2	7084	Public	CDS uses downstream AUG
CCDS54068.1	GP1BA	2811	Public	CDS uses downstream AUG
CCDS54205.1	MBD3L4	653656	Public	Inferred exon combination
CCDS54266.1	SELENOV	348303	Public	Contains selenocysteine
CCDS54284.1	SAE1	10055	Public	CDS uses downstream AUG
CCDS54285.1	SAE1	10055	Public	CDS uses downstream AUG
CCDS54413.1	SCN1A	6323	Public	Inferred exon combination
CCDS54422.1	TTN	7273	Public	Inferred exon combination
CCDS54423.1	TTN	7273	Public	Inferred exon combination
CCDS54424.1	TTN	7273	Public	Inferred exon combination
CCDS54453.1	HCK	3055	Public	Non-AUG initiation codon
CCDS54455.1	HCK	3055	Public	CDS uses downstream AUG
CCDS54456.1	HCK	3055	Public	CDS uses downstream AUG
CCDS54461.1	ADIG	149685	Public	Nonsense-mediated decay (NMD) candidate
CCDS54468.1	OCSTAMP	128506	Public	Inferred exon combination
CCDS54573.1	TMEM158	25907	Public	Polymorphic pseudogene
CCDS54582.1	GPX1	2876	Public	Contains selenocysteine
CCDS54597.1	SELENOK	58515	Public	Contains selenocysteine
CCDS54617.1	GABRR3	200959	Public	Polymorphic pseudogene
CCDS54627.1	NR1I2	8856	Public	Non-AUG initiation codon
CCDS54693.1	THPO	7066	Public	CDS uses downstream AUG
CCDS54701.1	PIGX	54965	Public	Non-AUG initiation codon
CCDS54751.1	STIM2	57620	Public	CDS uses downstream AUG
CCDS54751.1	STIM2	57620	Public	Non-AUG initiation codon
CCDS54752.1	STIM2	57620	Public	CDS uses downstream AUG
CCDS54752.1	STIM2	57620	Public	Non-AUG initiation codon
CCDS54771.1	FRAS1	80144	Public	Inferred exon combination
CCDS54790.1	HADH	3033	Public	CDS uses downstream AUG
CCDS54840.1	TTC23L	153657	Public	Nonsense-mediated decay (NMD) candidate
CCDS54889.1	FAM170A	340069	Public	Nonsense-mediated decay (NMD) candidate
CCDS54954.1	FAM193B	54540	Public	Inferred exon combination
CCDS55007.1	VEGFA	7422	Public	Non-AUG initiation codon
CCDS55042.1	C6orf163	206412	Public	Inferred exon combination
CCDS55070.1	OPRM1	4988	Public	CDS uses downstream AUG
CCDS55126.1	PEG10	23089	Public	CDS uses downstream AUG
CCDS55139.1	MUC12	10071	Public	Inferred exon combination
CCDS55189.1	CSMD1	64478	Public	Inferred exon combination
CCDS55279.1	AGO2	27161	Public	Inferred exon combination
CCDS55301.1	BAG1	573	Public	CDS uses downstream AUG
CCDS55320.1	PCSK5	5125	Public	Inferred exon combination
CCDS55446.1	RTL5	340526	Public	Nonsense-mediated decay (NMD) candidate
CCDS55448.1	HDAC8	55869	Public	CDS uses downstream AUG
CCDS55449.1	HDAC8	55869	Public	CDS uses downstream AUG
CCDS55450.1	HDAC8	55869	Public	CDS uses downstream AUG
CCDS55451.1	HDAC8	55869	Public	CDS uses downstream AUG
CCDS55452.1	HDAC8	55869	Public	CDS uses downstream AUG
CCDS55564.1	FAM213B	127281	Under review, update	CDS uses downstream AUG
CCDS55565.1	TTC34	100287898	Public	Inferred exon combination
CCDS55566.1	TP73	7161	Public	Inferred exon combination
CCDS55567.1	TP73	7161	Public	Inferred exon combination
CCDS55568.1	TP73	7161	Public	Inferred exon combination
CCDS55598.1	OSBPL9	114883	Public	CDS uses downstream AUG
CCDS55602.1	PODN	127435	Public	CDS uses downstream AUG
CCDS55799.1	JAM3	83700	Public	CDS uses downstream AUG
CCDS55818.1	TWF1	5756	Public	CDS uses downstream AUG
CCDS55847.1	PTPRR	5801	Public	CDS uses downstream AUG
CCDS55934.1	DIO2	1734	Public	Contains selenocysteine
CCDS55954.1	MTA1	9112	Public	Nonsense-mediated decay (NMD) candidate
CCDS55962.1	PLA2G4E	123745	Public	Inferred exon combination
CCDS56117.1	TMEM247	388946	Public	polyA required for stop codon
CCDS56131.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS56132.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS56133.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS56134.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS56135.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS56136.1	BCL2L11	10018	Public	Nonsense-mediated decay (NMD) candidate
CCDS56213.1	APP	351	Public	Inferred exon combination
CCDS56380.2	ALDH7A1	501	Public	CDS uses downstream AUG
CCDS56417.1	AGER	177	Public	CDS uses downstream AUG
CCDS56418.1	AGER	177	Public	CDS uses downstream AUG
CCDS56428.1	NCR2	9436	Public	CDS uses downstream AUG
CCDS56429.1	NCR2	9436	Public	CDS uses downstream AUG
CCDS56472.1	WIPF3	644150	Public	Inferred exon combination
CCDS56565.1	CDKN2A	1029	Public	Nonsense-mediated decay (NMD) candidate
CCDS57970.1	CA6	765	Public	CDS uses downstream AUG
CCDS57971.1	CA6	765	Public	CDS uses downstream AUG
CCDS58028.1	OAZ3	51686	Public	Ribosomal slippage (translational frameshift)
CCDS58039.1	IFI16	3428	Public	CDS uses downstream AUG
CCDS58049.1	RGSL1	353299	Public	Nonsense-mediated decay (NMD) candidate
CCDS58057.1	CHIT1	1118	Public	CDS uses downstream AUG
CCDS58059.1	ATF3	467	Public	CDS uses downstream AUG
CCDS58077.1	ZNF248	57209	Public	Nonsense-mediated decay (NMD) candidate
CCDS58101.1	CFAP46	54777	Public	Inferred exon combination
CCDS58147.1	DPP3	10072	Public	CDS uses downstream AUG
CCDS58274.1	TXNRD1	7296	Public	Contains selenocysteine
CCDS58299.1	ACOD1	730249	Public	Inferred exon combination
CCDS58360.1	SERINC4	619189	Public	Inferred exon combination
CCDS58372.1	OAZ2	4947	Public	Ribosomal slippage (translational frameshift)
CCDS58473.1	NOL3	8996	Public	CDS uses downstream AUG
CCDS58589.1	DNAI2	64446	Public	Nonsense-mediated decay (NMD) candidate
CCDS58639.1	OAZ1	4946	Public	Ribosomal slippage (translational frameshift)
CCDS58817.1	PP2D1	151649	Public	Inferred exon combination
CCDS58940.1	PDCD6	10016	Public	CDS uses downstream AUG
CCDS58941.1	PDCD6	10016	Public	CDS uses downstream AUG
CCDS58964.1	SNCAIP	9627	Public	CDS uses downstream AUG
CCDS59051.1	EPDR1	54749	Public	CDS uses downstream AUG
CCDS59092.1	FAM86B2	653333	Public	Inferred exon combination
CCDS59114.1	LY6K	54742	Public	CDS uses downstream AUG
CCDS59204.1	OBSCN	84033	Public	Inferred exon combination
CCDS59225.2	OTOG	340990	Public	Inferred exon combination
CCDS59242.1	DAOA	267012	Public	Nonsense-mediated decay (NMD) candidate
CCDS59248.1	POTEB2	100287399	Public	Inferred exon combination
CCDS59250.1	POTEB	100996331	Public	Inferred exon combination
CCDS59252.1	GOLGA8O	728047	Public	Inferred exon combination
CCDS59262.1	NPIPA3	642778	Public	Inferred exon combination
CCDS59263.1	NPIPA2	642799	Public	Inferred exon combination
CCDS59264.1	NPIPA5	100288332	Public	Inferred exon combination
CCDS59291.1	G6PC	2538	Public	CDS uses downstream AUG
CCDS59360.1	C19orf67	646457	Public	Inferred exon combination
CCDS59402.1	SELENOW	6415	Public	CDS uses downstream AUG
CCDS59402.1	SELENOW	6415	Public	Contains selenocysteine
CCDS59416.1	SIGLEC12	89858	Public	Polymorphic pseudogene
CCDS59419.1	ERVV-1	147664	Public	Endogenous retrovirus
CCDS59420.1	ERVV-2	100271846	Public	Endogenous retrovirus
CCDS59425.1	RFPL4AL1	729974	Public	Inferred exon combination
CCDS59430.1	SLC8A1	6546	Public	Inferred exon combination
CCDS59431.1	POTEI	653269	Public	Inferred exon combination
CCDS59432.1	POTEJ	653781	Public	Inferred exon combination
CCDS59435.1	TTN	7273	Public	Inferred exon combination
CCDS59506.1	RASA4B	100271927	Public	Inferred exon combination
CCDS59507.1	SPDYE2B	100310812	Public	Inferred exon combination
CCDS59509.1	LUZP6	767558	Public	Non-AUG initiation codon
CCDS59512.1	FAM86B1	85002	Public	Inferred exon combination
CCDS59533.1	TSPY8	728403	Public	Inferred exon combination
CCDS59965.1	TP73	7161	Public	Inferred exon combination
CCDS60080.1	A3GALT2	127550	Public	Inferred exon combination
CCDS60082.1	CSMD2	114784	Public	Nonsense-mediated decay (NMD) candidate
CCDS60396.1	MDM4	4194	Public	Nonsense-mediated decay (NMD) candidate
CCDS60524.1	ANTXRL	195977	Public	Inferred exon combination
CCDS60547.1	CCAR1	55749	Public	Inferred exon combination
CCDS60574.1	NUTM2B	729262	Public	Inferred exon combination
CCDS60929.1	TRIM77	390231	Public	Inferred exon combination
CCDS60930.1	TRIM49D1	399939	Public	Inferred exon combination
CCDS60944.1	YAP1	10413	Public	Inferred exon combination
CCDS60945.1	YAP1	10413	Public	Inferred exon combination
CCDS61010.1	IGSF9B	22997	Public	Inferred exon combination
CCDS61095.1	DNM1L	10059	Public	CDS uses downstream AUG
CCDS61096.1	DNM1L	10059	Public	CDS uses downstream AUG
CCDS61098.1	DNM1L	10059	Public	CDS uses downstream AUG
CCDS61109.1	CCNT1	904	Public	Nonsense-mediated decay (NMD) candidate
CCDS61325.1	LRRC63	220416	Public	Inferred exon combination
CCDS61401.1	RNF212B	100507650	Public	Inferred exon combination
CCDS61403.1	PPP1R3E	90673	Public	Nonsense-mediated decay (NMD) candidate
CCDS61495.1	DPF3	8110	Public	Nonsense-mediated decay (NMD) candidate
CCDS61496.1	DPF3	8110	Public	Nonsense-mediated decay (NMD) candidate
CCDS61572.1	GOLGA8M	653720	Public	Inferred exon combination
CCDS61574.1	GOLGA8J	653073	Public	Inferred exon combination
CCDS61575.1	GOLGA8R	101059918	Public	Inferred exon combination
CCDS61576.1	GOLGA8H	728498	Public	Inferred exon combination
CCDS61577.1	GOLGA8K	653125	Public	Inferred exon combination
CCDS61578.1	GOLGA8N	643699	Public	Inferred exon combination
CCDS61581.1	FMN1	342184	Public	Inferred exon combination
CCDS61719.1	RCN2	5955	Public	CDS uses downstream AUG
CCDS61864.1	NPIPA7	101059938	Public	Inferred exon combination
CCDS61876.1	UMOD	7369	Public	CDS uses downstream AUG
CCDS61999.1	PKD1L2	114780	Public	Polymorphic pseudogene
CCDS62640.1	UPK1A	11045	Public	CDS uses downstream AUG
CCDS62789.1	OSCAR	126014	Public	CDS uses downstream AUG
CCDS62802.1	LILRA1	11024	Public	CDS uses downstream AUG
CCDS62803.1	LILRB1	10859	Public	CDS uses downstream AUG
CCDS63219.1	ADAM33	80332	Public	CDS uses downstream AUG
CCDS63612.1	CCDC12	151903	Public	Inferred exon combination
CCDS63633.1	QARS	5859	Public	CDS uses downstream AUG
CCDS64066.1	MGAT4D	152586	Public	Inferred exon combination
CCDS64180.1	ANKDD1B	728780	Public	Inferred exon combination
CCDS64222.1	ATG12	9140	Public	CDS uses downstream AUG
CCDS64366.1	ARMH2	101928603	Public	Inferred exon combination
CCDS64422.1	TREM2	54209	Public	CDS uses downstream AUG
CCDS64590.1	ANKRD61	100310846	Public	Inferred exon combination
CCDS64663.1	VKORC1L1	154807	Public	CDS uses downstream AUG
