"chrom","start","end","strand","Ensembl.gene.ID","gene.name"
"2",104754795,104816760,"-","ENSMUSG00000074994","Qser1"
"2",104830741,104849876,"-","ENSMUSG00000027171","Prrg4"
"2",104867805,105017904,"+","ENSMUSG00000045106","Ccdc73"
"2",104999656,105017080,"-","ENSMUSG00000027170","Eif3m"
"2",105126529,105173616,"+","ENSMUSG00000016458","Wt1"
"2",105224320,105379796,"+","ENSMUSG00000055312","Them7"
"2",105386291,105399319,"-","ENSMUSG00000005973","Rcn1"
"2",105668900,105697364,"+","ENSMUSG00000027168","Pax6"
"2",105701027,105904564,"-","ENSMUSG00000027167","Elp4"
"2",105904638,105965558,"+","ENSMUSG00000042670","Immp1l"
"2",105966709,106003549,"-","ENSMUSG00000027166","Dnajc24"
"2",106693269,106868356,"+","ENSMUSG00000016386","Mpped2"
"2",106962527,106974424,"-","ENSMUSG00000027122","Arl14ep"
"2",107056140,107059656,"-","ENSMUSG00000027120","Fshb"
"2",107290639,107298502,"+","ENSMUSG00000042604","Kcna4"
"2",109092297,109280748,"-","ENSMUSG00000057234","Mettl15"
"2",109280738,109341747,"+","ENSMUSG00000027115","Kif18a"
"2",109674700,109727007,"+","ENSMUSG00000048482","Bdnf"
"2",109890853,109901003,"+","ENSMUSG00000027162","Lin7c"
"2",109917647,110014257,"+","ENSMUSG00000050199","Lgr4"
"2",110017817,110173360,"+","ENSMUSG00000027160","Ccdc34"
"2",110262697,110314560,"-","ENSMUSG00000041660","Bbox1"
"2",110360917,110363183,"-","ENSMUSG00000074971","Fibin"
"2",110597298,110647779,"+","ENSMUSG00000041644","Slc5a12"
"2",110655201,110950923,"-","ENSMUSG00000074968","Ano3"
"2",110721340,110739527,"+","ENSMUSG00000050808","Muc15"
"2",111162061,111229602,"-","ENSMUSG00000027157","4930430A15Rik"
"2",111230360,111235286,"-","ENSMUSG00000074966","Olfr1275"
"2",111254516,111262026,"+","ENSMUSG00000063844","Olfr1276"
"2",111264946,111274106,"-","ENSMUSG00000074965","Olfr1277"
"2",111290136,111298886,"+","ENSMUSG00000068647","Olfr1278"
"2",111300635,111309043,"+","ENSMUSG00000109813","Olfr1279"
"2",111314017,111326003,"+","ENSMUSG00000109449","Olfr1280"
"2",111326520,111332852,"+","ENSMUSG00000095156","Olfr1281"
"2",111335159,111336076,"-","ENSMUSG00000096554","Olfr1282"
"2",111366790,111370063,"+","ENSMUSG00000109322","Olfr1283"
"2",111375522,111380613,"+","ENSMUSG00000108931","Olfr1284"
"2",111417842,111423115,"-","ENSMUSG00000096703","Olfr1286"
"2",111449142,111450059,"+","ENSMUSG00000095586","Olfr1287"
"2",111474101,111479994,"+","ENSMUSG00000044039","Olfr1288"
"2",111480819,111484615,"+","ENSMUSG00000061195","Olfr1289"
"2",111487528,111493829,"-","ENSMUSG00000095809","Olfr1290"
"2",111536530,111540291,"-","ENSMUSG00000109547","Olfr1294"
"2",111561423,111569681,"-","ENSMUSG00000108919","Olfr1295"
"2",111615233,111626497,"-","ENSMUSG00000094858","Olfr1297"
"2",111644498,111649201,"-","ENSMUSG00000109487","Olfr1298"
"2",111661419,111665814,"+","ENSMUSG00000109219","Olfr1299"
"2",111751006,111758852,"+","ENSMUSG00000057149","Olfr1301"
"2",111777429,111782700,"+","ENSMUSG00000044560","Olfr1302"
"2",111812247,111820340,"-","ENSMUSG00000093804","Olfr1303"
"2",111867657,111877149,"-","ENSMUSG00000074955","Olfr1305"
"2",111911264,111916271,"-","ENSMUSG00000096566","Olfr1306"
"2",111930116,111949440,"-","ENSMUSG00000094747","Olfr1307"
"2",111959285,111964944,"-","ENSMUSG00000074952","Olfr1308"
"2",111979857,111990281,"-","ENSMUSG00000109528","Olfr1309"
"2",112004574,112012708,"-","ENSMUSG00000108827","Olfr1310"
"2",112019656,112024412,"-","ENSMUSG00000109403","Olfr1311"
"2",112038068,112050238,"-","ENSMUSG00000074947","Olfr1312"
"2",112070088,112077843,"-","ENSMUSG00000074946","Olfr1313"
"2",112089786,112096781,"-","ENSMUSG00000074945","Olfr1314"
"2",112126996,112134977,"-","ENSMUSG00000109801","Olfr1316"
"2",112140329,112144054,"+","ENSMUSG00000050776","Olfr1317"
"2",112154198,112159157,"+","ENSMUSG00000049758","Olfr1318"
"2",112239468,112247111,"+","ENSMUSG00000027134","Lpcat4"
"2",112247948,112259291,"-","ENSMUSG00000041358","Nutm1"
"2",112261926,112263269,"+","ENSMUSG00000027133","Nop10"
"2",112265825,112363163,"+","ENSMUSG00000027130","Slc12a6"
"2",112363011,112368027,"-","ENSMUSG00000027131","Emc4"
"2",112379211,112414240,"+","ENSMUSG00000027132","Katnbl1"
"2",112454997,112472162,"+","ENSMUSG00000055943","Emc7"
"2",112479171,112480769,"-","ENSMUSG00000074939","Chrm5"
"2",112492964,112634573,"+","ENSMUSG00000003604","Aven"
"2",112631355,113217096,"-","ENSMUSG00000057378","Ryr3"
"2",113285732,113297190,"+","ENSMUSG00000041255","Tmco5b"
"2",113327736,113716767,"+","ENSMUSG00000044042","Fmn1"
"2",113746164,113758646,"-","ENSMUSG00000074934","Grem1"
"2",113776362,113829121,"-","ENSMUSG00000023236","Scg5"
"2",113831492,113848661,"-","ENSMUSG00000041219","Arhgap11a"
"2",114009601,114013619,"-","ENSMUSG00000068615","Gjd2"
"2",114047282,114053548,"-","ENSMUSG00000068614","Actc1"
"2",114101170,114187024,"-","ENSMUSG00000040383","Aqr"
"2",114193461,114201469,"-","ENSMUSG00000040321","Zfp770"
"2",114516416,114654964,"-","ENSMUSG00000057147","Dph6"
"2",115581716,115778768,"+","ENSMUSG00000040282","BC052040"
"2",115863064,116065839,"-","ENSMUSG00000027210","Meis2"
"2",116878691,116892494,"+","ENSMUSG00000027355","Tmco5"
"2",117121374,117182279,"+","ENSMUSG00000027351","Spred1"
"2",117249739,117271540,"+","ENSMUSG00000027349","Fam98b"
"2",117279993,117343001,"-","ENSMUSG00000027347","Rasgrp1"
"2",118111876,118127133,"+","ENSMUSG00000040152","Thbs1"
"2",118130424,118256966,"-","ENSMUSG00000027344","Fsip1"
"2",118277110,118373419,"-","ENSMUSG00000040133","Gpr176"
"2",118388618,118475234,"+","ENSMUSG00000005102","Eif2ak4"
"2",118475850,118479711,"-","ENSMUSG00000009549","Srp14"
"2",118528757,118549687,"-","ENSMUSG00000040093","Bmf"
"2",118598211,118641591,"+","ENSMUSG00000040084","Bub1b"
"2",118663303,118698020,"+","ENSMUSG00000074923","Pak6"
"2",118699103,118703963,"-","ENSMUSG00000078137","Ankrd63"
"2",118707517,118728438,"-","ENSMUSG00000040061","Plcb2"
"2",118754158,118762661,"-","ENSMUSG00000045838","Ccdc9b"
"2",118772769,118778165,"+","ENSMUSG00000046804","Phgr1"
"2",118779719,118811293,"+","ENSMUSG00000040035","Disp2"
"2",118814003,118853957,"+","ENSMUSG00000027331","Knstrn"
"2",118861954,118882909,"+","ENSMUSG00000027332","Ivd"
"2",118900377,118924528,"+","ENSMUSG00000040007","Bahd1"
"2",118926496,118928585,"+","ENSMUSG00000074916","Chst14"
"2",119017779,119029393,"-","ENSMUSG00000039983","Ccdc32"
"2",119034790,119039769,"+","ENSMUSG00000027324","Rpusd2"
"2",119047119,119105501,"+","ENSMUSG00000027326","Knl1"
"2",119112793,119147445,"+","ENSMUSG00000027323","Rad51"
"2",119137001,119157034,"-","ENSMUSG00000070730","Rmdn3"
"2",119167773,119172390,"+","ENSMUSG00000046814","Gchfr"
"2",119172500,119208795,"-","ENSMUSG00000034278","Dnajc17"
"2",119174509,119177575,"+","ENSMUSG00000055926","Gm14137"
"2",119208617,119217049,"+","ENSMUSG00000068580","Zfyve19"
"2",119218119,119229906,"-","ENSMUSG00000027317","Ppp1r14d"
"2",119237362,119249527,"+","ENSMUSG00000027315","Spint1"
"2",119269201,119271272,"-","ENSMUSG00000034226","Rhov"
"2",119288740,119298453,"+","ENSMUSG00000034216","Vps18"
"2",119325784,119335962,"+","ENSMUSG00000027314","Dll4"
"2",119351229,119354381,"+","ENSMUSG00000027313","Chac1"
"2",119373042,119477687,"-","ENSMUSG00000034154","Ino80"
"2",119516505,119547627,"-","ENSMUSG00000048647","Exd1"
"2",119547697,119587027,"+","ENSMUSG00000014077","Chp1"
"2",119609512,119618469,"-","ENSMUSG00000072980","Oip5"
"2",119618298,119651244,"+","ENSMUSG00000027306","Nusap1"
"2",119655446,119662827,"-","ENSMUSG00000027305","Ndufaf1"
"2",119675068,119735407,"+","ENSMUSG00000027304","Rtf1"
"2",119742337,119751263,"+","ENSMUSG00000027296","Itpka"
"2",119751320,119760431,"-","ENSMUSG00000027297","Ltk"
"2",119763304,119787537,"-","ENSMUSG00000034032","Rpap1"
"2",119797733,119818104,"+","ENSMUSG00000027298","Tyro3"
"2",119897228,119969581,"+","ENSMUSG00000033943","Mga"
"2",119972699,120027408,"+","ENSMUSG00000033902","Mapkbp1"
"2",120027483,120032594,"+","ENSMUSG00000098789","Jmjd7"
"2",120033417,120043030,"+","ENSMUSG00000098488","Pla2g4b"
"2",120089175,120154606,"-","ENSMUSG00000027293","Ehd4"
"2",120166412,120245335,"-","ENSMUSG00000050211","Pla2g4e"
"2",120265595,120289197,"-","ENSMUSG00000070719","Pla2g4d"
"2",120299957,120314165,"-","ENSMUSG00000046971","Pla2g4f"
"2",120316461,120353137,"-","ENSMUSG00000027291","Vps39"
"2",120355312,120404113,"-","ENSMUSG00000033808","Tmem87a"
"2",120403896,120461700,"+","ENSMUSG00000062646","Ganc"
"2",120456019,120504913,"+","ENSMUSG00000079110","Capn3"
"2",120506820,120563843,"-","ENSMUSG00000027288","Zfp106"
"2",120567671,120601255,"+","ENSMUSG00000027287","Snap23"
"2",120604238,120609520,"-","ENSMUSG00000027286","Lrrc57"
"2",120609383,120621560,"+","ENSMUSG00000027285","Haus2"
"2",120716154,120850128,"-","ENSMUSG00000027284","Cdan1"
"2",120732816,120850604,"-","ENSMUSG00000090100","Ttbk2"
"2",120860269,120970715,"-","ENSMUSG00000027272","Ubr1"
"2",120977017,121007852,"+","ENSMUSG00000054484","Tmem62"
"2",121008403,121016904,"+","ENSMUSG00000023572","Ccndbp1"
"2",121017891,121037072,"-","ENSMUSG00000023216","Epb42"
"2",121046111,121085841,"-","ENSMUSG00000053675","Tgm5"
"2",121128307,121140653,"-","ENSMUSG00000074890","Lcmt2"
"2",121140428,121156680,"+","ENSMUSG00000027259","Adal"
"2",121158273,121171125,"-","ENSMUSG00000050619","Zscan29"
"2",121170654,121198770,"+","ENSMUSG00000027263","Tubgcp4"
"2",121193281,121271407,"-","ENSMUSG00000043909","Trp53bp1"
"2",121289600,121310832,"+","ENSMUSG00000027254","Map1a"
"2",121310561,121355396,"-","ENSMUSG00000033526","Ppip5k1"
"2",121357714,121363737,"+","ENSMUSG00000000308","Ckmt1"
"2",121363728,121387168,"-","ENSMUSG00000033498","Strc"
"2",121392631,121413792,"-","ENSMUSG00000033486","Catsper2"
"2",121413775,121438687,"+","ENSMUSG00000027248","Pdia3"
"2",121439010,121444278,"-","ENSMUSG00000027246","Ell3"
"2",121439059,121456781,"-","ENSMUSG00000046110","Serinc4"
"2",121449195,121458313,"+","ENSMUSG00000074884","Serf2"
"2",121453290,121458672,"+","ENSMUSG00000027245","Hypk"
"2",121460235,121474067,"-","ENSMUSG00000048222","Mfap1b"
"2",121491911,121506665,"-","ENSMUSG00000068479","Mfap1a"
"2",121506723,121544860,"+","ENSMUSG00000027242","Wdr76"
"2",121545529,121807087,"-","ENSMUSG00000027238","Frmd5"
"2",121866970,121936220,"+","ENSMUSG00000060227","Casc4"
"2",121953752,121956092,"-","ENSMUSG00000074881","Mageb3"
"2",121956001,122013642,"+","ENSMUSG00000033411","Ctdspl2"
"2",122028546,122056598,"+","ENSMUSG00000027236","Eif3j1"
"2",122053520,122118386,"-","ENSMUSG00000033396","Spg11"
"2",122120108,122186189,"-","ENSMUSG00000027233","Patl2"
"2",122147686,122153083,"+","ENSMUSG00000060802","B2m"
"2",122160700,122179027,"+","ENSMUSG00000033368","Trim69"
"2",122186272,122206397,"+","ENSMUSG00000027229","Terb2"
"2",122234749,122265340,"+","ENSMUSG00000027227","Sord"
"2",122279247,122298449,"-","ENSMUSG00000068452","Duox2"
"2",122298900,122302885,"+","ENSMUSG00000027225","Duoxa2"
"2",122302191,122313730,"-","ENSMUSG00000027224","Duoxa1"
"2",122315672,122347972,"+","ENSMUSG00000033268","Duox1"
"2",122348892,122369162,"-","ENSMUSG00000033256","Shf"
"2",122426477,122461137,"+","ENSMUSG00000027219","Slc28a2"
"2",122484941,122528040,"+","ENSMUSG00000079071","Gm14085"
"2",122594467,122611303,"-","ENSMUSG00000027199","Gatm"
"2",122636986,122641191,"+","ENSMUSG00000033213","AA467197"
"2",122681233,122702663,"-","ENSMUSG00000005802","Slc30a4"
"2",122738503,122749475,"+","ENSMUSG00000005804","Bloc1s6"
"2",122765237,122809569,"+","ENSMUSG00000005803","Sqor"
"2",124089969,124667770,"+","ENSMUSG00000027200","Sema6d"
"2",125068124,125088677,"+","ENSMUSG00000035183","Slc24a5"
"2",125084628,125123661,"-","ENSMUSG00000027201","Myef2"
"2",125136692,125147839,"+","ENSMUSG00000074872","Ctxn2"
"2",125152505,125230002,"+","ENSMUSG00000027202","Slc12a1"
"2",125247190,125258608,"+","ENSMUSG00000027203","Dut"
"2",125300594,125507993,"-","ENSMUSG00000027204","Fbn1"
"2",125563088,125625113,"-","ENSMUSG00000068394","Cep152"
"2",125627447,125724148,"-","ENSMUSG00000035109","Shc4"
"2",125673095,125674785,"+","ENSMUSG00000091337","Eid1"
"2",125736986,125782870,"-","ENSMUSG00000035093","Secisbp2l"
"2",125830304,125859139,"-","ENSMUSG00000027206","Cops2"
"2",125859109,125984299,"+","ENSMUSG00000027207","Galk2"
"2",125983483,126152004,"-","ENSMUSG00000027209","Fam227b"
"2",126034658,126091185,"+","ENSMUSG00000027208","Fgf7"
"2",126152141,126165279,"+","ENSMUSG00000023330","Dtwd1"
"2",126320973,126500674,"-","ENSMUSG00000060131","Atp8b4"
"2",126552407,126588243,"+","ENSMUSG00000027359","Slc27a2"
"2",126593667,126619299,"-","ENSMUSG00000027360","Hdc"
"2",126627442,126676337,"-","ENSMUSG00000027361","Gabpb1"
"2",126707328,126759297,"+","ENSMUSG00000027363","Usp8"
"2",126709096,126783470,"-","ENSMUSG00000027364","Usp50"
"2",126791565,126876230,"-","ENSMUSG00000027365","Trpm7"
"2",126890391,126933235,"-","ENSMUSG00000027366","Sppl2a"
"2",127008717,127067909,"+","ENSMUSG00000001998","Ap4e1"
"2",127070665,127097084,"+","ENSMUSG00000001999","Blvra"
"2",127103809,127133954,"-","ENSMUSG00000034906","Ncaph"
"2",127138772,127143442,"-","ENSMUSG00000074825","Itpripl1"
"2",127186355,127208280,"-","ENSMUSG00000044145","1810024B03Rik"
"2",127208386,127240451,"+","ENSMUSG00000003660","Snrnp200"
"2",127240938,127247816,"-","ENSMUSG00000003662","Ciao1"
"2",127247908,127261107,"+","ENSMUSG00000034850","Tmem127"
"2",127270218,127298932,"+","ENSMUSG00000027367","Stard7"
"2",127336159,127338376,"+","ENSMUSG00000027368","Dusp2"
"2",127338639,127357651,"+","ENSMUSG00000050468","Astl"
"2",127363208,127367221,"+","ENSMUSG00000058620","Adra2b"
"2",127425199,127436092,"+","ENSMUSG00000046338","Gpat2"
"2",127436215,127444565,"-","ENSMUSG00000027371","Fahd2a"
"2",127456498,127522094,"-","ENSMUSG00000079056","Kcnip3"
"2",127526473,127541467,"-","ENSMUSG00000027376","Prom2"
"2",127574662,127587094,"-","ENSMUSG00000034800","Zfp661"
"2",127587222,127606829,"+","ENSMUSG00000027374","Mrps5"
"2",127633226,127656695,"-","ENSMUSG00000027375","Mal"
"2",127704386,127729932,"-","ENSMUSG00000027377","Mall"
"2",127740732,127788897,"-","ENSMUSG00000027378","Nphp1"
"2",127801122,127831865,"-","ENSMUSG00000027379","Bub1"
"2",127838876,128123873,"+","ENSMUSG00000027380","Acoxl"
"2",128126038,128162547,"+","ENSMUSG00000027381","Bcl2l11"
"2",128591209,128598464,"+","ENSMUSG00000074812","Spdye4c"
"2",128610104,128687391,"-","ENSMUSG00000014355","Anapc1"
"2",128698956,128802894,"+","ENSMUSG00000014361","Mertk"
"2",128818118,128854261,"+","ENSMUSG00000014353","Tmem87b"
"2",128862981,128897034,"+","ENSMUSG00000027386","Fbln7"
"2",128926268,128944077,"-","ENSMUSG00000027387","Zc3h8"
"2",128967402,129018563,"+","ENSMUSG00000042851","Zc3h6"
"2",129065942,129096283,"+","ENSMUSG00000027394","Ttl"
"2",129100995,129126594,"+","ENSMUSG00000027395","Polr1b"
"2",129129700,129134134,"+","ENSMUSG00000037938","Chchd5"
"2",129198764,129211616,"+","ENSMUSG00000027397","Slc20a1"
"2",129268210,129297212,"-","ENSMUSG00000048327","Ckap2l"
"2",129299610,129309972,"-","ENSMUSG00000027399","Il1a"
"2",129364570,129371139,"-","ENSMUSG00000027398","Il1b"
"2",129458359,129536602,"-","ENSMUSG00000043727","F830045P16Rik"
"2",129592835,129632228,"+","ENSMUSG00000037902","Sirpa"
"2",129686565,129699844,"-","ENSMUSG00000027400","Pdyn"
"2",129800517,129832287,"+","ENSMUSG00000037885","Stk35"
"2",130012349,130050399,"+","ENSMUSG00000027401","Tgm3"
"2",130112416,130154232,"+","ENSMUSG00000027403","Tgm6"
"2",130171414,130179403,"-","ENSMUSG00000027404","Snrpb"
"2",130195194,130264445,"+","ENSMUSG00000060332","Tmc2"
"2",130274430,130279313,"+","ENSMUSG00000027405","Nop56"
"2",130279309,130284547,"-","ENSMUSG00000027406","Idh3b"
"2",130295169,130370481,"+","ENSMUSG00000053552","Ebf4"
"2",130390775,130397574,"-","ENSMUSG00000027408","Cpxm1"
"2",130405259,130406074,"+","ENSMUSG00000027409","1700020A23Rik"
"2",130406478,130407902,"+","ENSMUSG00000049692","Tmem239"
"2",130417247,130424701,"-","ENSMUSG00000037773","Pced1a"
"2",130424339,130444269,"+","ENSMUSG00000027411","Vps16"
"2",130450278,130556124,"+","ENSMUSG00000027303","Ptpra"
"2",130563742,130568695,"+","ENSMUSG00000037740","Mrps26"
"2",130576173,130577054,"+","ENSMUSG00000027301","Oxt"
"2",130580620,130582554,"-","ENSMUSG00000037727","Avp"
"2",130590002,130630038,"-","ENSMUSG00000027300","Ubox5"
"2",130613840,130630027,"-","ENSMUSG00000079043","Fastkd5"
"2",130632839,130642803,"-","ENSMUSG00000037703","Lzts3"
"2",130653960,130664659,"-","ENSMUSG00000068290","Ddrgk1"
"2",130667610,130681614,"+","ENSMUSG00000074797","Itpa"
"2",130684113,130697519,"-","ENSMUSG00000074796","Slc4a11"
"2",130706200,130906406,"-","ENSMUSG00000027309","4930402H24Rik"
"2",130906495,131030333,"+","ENSMUSG00000027312","Atrn"
"2",131039632,131043088,"-","ENSMUSG00000027316","Gfra4"
"2",131050591,131063814,"-","ENSMUSG00000027318","Adam33"
"2",131069220,131086765,"-","ENSMUSG00000027322","Siglec1"
"2",131127280,131146321,"+","ENSMUSG00000074793","Hspa12b"
"2",131146324,131160081,"-","ENSMUSG00000027327","1700037H04Rik"
"2",131170261,131187282,"-","ENSMUSG00000027329","Spef1"
"2",131175182,131180067,"-","ENSMUSG00000068267","Cenpb"
"2",131186949,131198497,"+","ENSMUSG00000027330","Cdc25b"
"2",131207078,131213514,"+","ENSMUSG00000068264","Ap5s1"
"2",131234063,131248025,"+","ENSMUSG00000037523","Mavs"
"2",131262495,131299188,"+","ENSMUSG00000037514","Pank2"
"2",131298064,131352892,"-","ENSMUSG00000048911","Rnf24"
"2",131491496,131525922,"+","ENSMUSG00000027333","Smox"
"2",131545850,131562283,"-","ENSMUSG00000027335","Adra1d"
"2",131853678,131859747,"-","ENSMUSG00000037482","Erv3"
"2",131909928,131938429,"+","ENSMUSG00000079037","Prnp"
"2",131909957,131956130,"+","ENSMUSG00000098754","Prn"
"2",131950861,131956130,"+","ENSMUSG00000027338","Prnd"
"2",131989415,132030258,"-","ENSMUSG00000027339","Rassf2"
"2",132052496,132145108,"-","ENSMUSG00000027340","Slc23a2"
"2",132239492,132247807,"-","ENSMUSG00000027341","Tmem230"
"2",132249162,132253314,"-","ENSMUSG00000027342","Pcna"
"2",132263148,132312050,"+","ENSMUSG00000058793","Cds2"
"2",132337733,132385447,"-","ENSMUSG00000050558","Prokr2"
"2",132529082,132587729,"-","ENSMUSG00000027346","Gpcpd1"
"2",132686931,132751055,"+","ENSMUSG00000044991","Shld1"
"2",132781278,132795079,"+","ENSMUSG00000027350","Chgb"
"2",132804207,132816055,"-","ENSMUSG00000037376","Trmt6"
"2",132816141,132844197,"+","ENSMUSG00000027353","Mcm8"
"2",132846666,132866785,"+","ENSMUSG00000027357","Crls1"
"2",132868305,132880891,"-","ENSMUSG00000043110","Lrrn4"
"2",132904389,132945906,"-","ENSMUSG00000027356","Fermt1"
"2",133552159,133562885,"+","ENSMUSG00000027358","Bmp2"
"2",134497361,134554368,"-","ENSMUSG00000027261","Hao1"
"2",134594185,134644145,"-","ENSMUSG00000034723","Tmx4"
"2",134786067,135475258,"+","ENSMUSG00000051177","Plcb1"
"2",135659011,136014593,"+","ENSMUSG00000039943","Plcb4"
"2",136052239,136069917,"+","ENSMUSG00000027270","Lamp5"
"2",136081104,136387967,"-","ENSMUSG00000039913","Pak7"
"2",136501910,136562091,"+","ENSMUSG00000074771","Ankef1"
"2",136713453,136782428,"+","ENSMUSG00000027273","Snap25"
"2",136873780,136891389,"-","ENSMUSG00000027274","Mkks"
"2",136891218,137071950,"+","ENSMUSG00000027281","Slx4ip"
"2",137081456,137116644,"-","ENSMUSG00000027276","Jag1"
"2",138256565,138589292,"+","ENSMUSG00000062098","Btbd3"
"2",139493913,139637674,"+","ENSMUSG00000039092","Sptlc3"
"2",139678178,139758581,"+","ENSMUSG00000074766","Ism1"
"2",139833480,140066805,"-","ENSMUSG00000039033","Tasp1"
"2",140119883,140170564,"-","ENSMUSG00000045624","Esf1"
"2",140170649,140203689,"+","ENSMUSG00000027384","Ndufaf5"
"2",140229855,140389706,"-","ENSMUSG00000074764","Sel1l2"
"2",140395309,142392966,"+","ENSMUSG00000068205","Macrod2"
"2",140650914,140671469,"-","ENSMUSG00000051379","Flrt3"
"2",142617474,142901531,"-","ENSMUSG00000038844","Kif16b"
"2",143063039,143072853,"+","ENSMUSG00000008333","Snrpb2"
"2",143078473,143081713,"+","ENSMUSG00000027416","Otor"
"2",143546156,143816285,"+","ENSMUSG00000027419","Pcsk2"
"2",143826528,143863173,"-","ENSMUSG00000027420","Bfsp1"
"2",143915320,143943324,"+","ENSMUSG00000015932","Dstn"
"2",143947395,144011263,"-","ENSMUSG00000027422","Rrbp1"
"2",144033059,144073979,"+","ENSMUSG00000037307","Banf2"
"2",144250123,144270906,"-","ENSMUSG00000027423","Snx5"
"2",144270663,144281227,"+","ENSMUSG00000027424","Mgme1"
"2",144305175,144332146,"-","ENSMUSG00000037279","Ovol2"
"2",144368983,144407676,"+","ENSMUSG00000027425","Kat14"
"2",144368996,144373721,"+","ENSMUSG00000098387","Pet117"
"2",144470557,144527414,"-","ENSMUSG00000037259","Dzank1"
"2",144527718,144541995,"+","ENSMUSG00000027427","Polr3f"
"2",144542265,144550869,"-","ENSMUSG00000027428","Rbbp9"
"2",144556229,144590749,"+","ENSMUSG00000027429","Sec23b"
"2",144594054,144595366,"+","ENSMUSG00000074754","Smim26"
"2",144599897,144768758,"+","ENSMUSG00000027430","Dtd1"
"2",144823656,144824415,"+","ENSMUSG00000027431","Scp2d1"
"2",145167754,145642166,"+","ENSMUSG00000063873","Slc24a3"
"2",145675215,145887616,"+","ENSMUSG00000001768","Rin2"
"2",145902099,145916425,"+","ENSMUSG00000002728","Naa20"
"2",145917479,145935014,"-","ENSMUSG00000001767","Crnkl1"
"2",145934784,146215039,"+","ENSMUSG00000037143","Cfap61"
"2",146221921,146225020,"+","ENSMUSG00000068154","Insm1"
"2",146239879,146512344,"-","ENSMUSG00000037110","Ralgapa2"
"2",146855864,146970097,"+","ENSMUSG00000074749","Kiz"
"2",147012996,147078000,"+","ENSMUSG00000027433","Xrn2"
"2",147083316,147085445,"-","ENSMUSG00000054160","Nkx2-4"
"2",147177546,147194243,"-","ENSMUSG00000027434","Nkx2-2"
"2",147361925,147393295,"+","ENSMUSG00000037034","Pax1"
"2",148042877,148046969,"-","ENSMUSG00000037025","Foxa2"
"2",148395344,148396767,"+","ENSMUSG00000037014","Sstr4"
"2",148404466,148408188,"-","ENSMUSG00000074743","Thbd"
"2",148436640,148443563,"-","ENSMUSG00000027435","Cd93"
"2",148672601,148676027,"+","ENSMUSG00000036992","Nxt1"
"2",148681023,148692949,"+","ENSMUSG00000027439","Gzf1"
"2",148693985,148732467,"-","ENSMUSG00000027438","Napb"
"2",148750358,148755433,"+","ENSMUSG00000055177","Cstl1"
"2",148768609,148771497,"-","ENSMUSG00000036958","Cst11"
"2",148782009,148785937,"+","ENSMUSG00000027444","8030411F24Rik"
"2",148789361,148793546,"+","ENSMUSG00000027443","Cst12"
"2",148798785,148805595,"+","ENSMUSG00000027442","Cst8"
"2",148820081,148830410,"+","ENSMUSG00000036924","Cst13"
"2",148835147,148838738,"+","ENSMUSG00000027445","Cst9"
"2",148846711,148865038,"-","ENSMUSG00000027446","9230104L09Rik"
"2",148871722,148875692,"-","ENSMUSG00000027447","Cst3"
"2",149405057,149410293,"+","ENSMUSG00000033156","Cst10"
"2",149829211,150004392,"+","ENSMUSG00000074736","Syndig1"
"2",150114406,150136708,"-","ENSMUSG00000068134","Zfp120"
"2",150218073,150240725,"+","ENSMUSG00000060336","Zfp937"
"2",150257517,150270300,"+","ENSMUSG00000079008","Gm14124"
"2",150310935,150362765,"-","ENSMUSG00000063364","3300002I08Rik"
"2",150407141,150451486,"-","ENSMUSG00000068130","Zfp442"
"2",150470991,150485091,"-","ENSMUSG00000074731","Zfp345"
"2",150570415,150578944,"+","ENSMUSG00000068129","Cst7"
"2",150583080,150608567,"-","ENSMUSG00000033096","Apmap"
"2",150618105,150668500,"-","ENSMUSG00000027452","Acss1"
"2",150680702,150689360,"-","ENSMUSG00000033080","Vsx1"
"2",150749042,150771675,"+","ENSMUSG00000033068","Entpd6"
"2",150786735,150831758,"+","ENSMUSG00000033059","Pygb"
"2",150832493,150904741,"-","ENSMUSG00000032046","Abhd12"
"2",150905400,150931280,"+","ENSMUSG00000027454","Gins1"
"2",150934519,151039382,"-","ENSMUSG00000068115","Ninl"
"2",151029685,151039398,"-","ENSMUSG00000053916","Nanp"
"2",151086786,151092350,"-","ENSMUSG00000079006","Gm14151"
"2",151470542,151476153,"-","ENSMUSG00000061525","4921509C19Rik"
"2",151494182,151511414,"+","ENSMUSG00000027455","Nsfl1c"
"2",151542483,151561692,"+","ENSMUSG00000032966","Fkbp1a"
"2",151572622,151590005,"+","ENSMUSG00000027456","Sdcbp2"
"2",151590549,151632593,"-","ENSMUSG00000027457","Snph"
"2",151645404,151668533,"-","ENSMUSG00000074704","Rad21l"
"2",151702008,151712157,"+","ENSMUSG00000044364","Tmem74b"
"2",151715812,151744186,"-","ENSMUSG00000032869","Psmf1"
"2",151842927,151874668,"+","ENSMUSG00000032852","Rspo4"
"2",151911210,151945337,"+","ENSMUSG00000027460","Angpt4"
"2",151969398,151980219,"-","ENSMUSG00000027459","Fam110a"
"2",151996511,152009258,"+","ENSMUSG00000027463","Slc52a3"
"2",152081529,152095802,"+","ENSMUSG00000060257","Scrt2"
"2",152105516,152111376,"+","ENSMUSG00000032802","Srxn1"
"2",152143561,152149097,"+","ENSMUSG00000068079","Tcf15"
"2",152226839,152281852,"+","ENSMUSG00000074698","Csnk2a1"
